TimeStamp,PresentDOD0,CurrentCapacity,IsCharging,Temperature,Amperage,InstantAmperage,Voltage,StateOfCharge,ChargeAccum,ResScale,RSS,ITMiscStatus,AccumulatedSystemLoad,AccumulatedSystemPowerIn,VirtualTemperature,SystemVoltageIn,SystemCurrentIn,Watts
2026-08-02 07:50:34,11813,30,0,3339,-365,-253,3757,29,-2809,812,88,36898,591596335,639236636,3339,0,0,0
2026-08-02 07:55:34,11913,29,0,3339,-271,-235,3752,29,-2776,841,88,36899,592034169,639236636,3329,0,0,0
2026-08-02 08:00:34,12045,28,0,3339,-212,-190,3750,28,-2745,782,88,36899,592453482,639236636,3339,0,0,0
2026-08-02 08:05:35,12203,27,0,3350,-225,-182,3742,27,-2711,876,88,36899,592911597,639236636,3350,0,0,0
2026-08-02 08:10:34,12343,26,0,3359,-608,-842,3707,26,-2676,866,88,36899,593381907,639236636,3350,0,0,0
2026-08-02 08:15:35,12468,25,0,3339,-739,-599,3707,25,-2644,928,88,36897,593816920,639236636,3329,0,0,0
2026-08-02 08:20:34,12621,24,0,3289,-1062,-1097,3670,23,-2609,811,91,36897,594280938,639236636,3239,0,0,0
2026-08-02 08:25:34,12772,23,0,3429,-423,-587,3701,22,-2568,902,82,36899,594820459,639236636,3419,0,0,0
2026-08-02 08:30:35,12919,22,0,3500,-146,-135,3718,21,-2528,930,79,36899,595362018,639236636,3489,0,0,0
2026-08-02 08:35:35,12999,21,0,3300,-135,-125,3726,22,-2506,787,86,36897,595647690,639236636,3309,0,0,0
2026-08-02 08:45:34,13260,20,0,3500,-205,-210,3709,19,-2441,806,82,36896,596520930,639236636,3489,0,0,0
2026-08-02 08:50:34,13370,19,0,3600,-1811,-1894,3620,19,-2416,685,80,36897,596841709,639236636,3550,0,0,0
2026-08-02 08:55:35,13555,17,0,3589,-975,-1077,3641,17,-2348,955,82,36901,597736284,639236636,3559,0,0,0
2026-08-02 09:00:35,13882,14,0,3750,-265,-231,3665,15,-2251,1226,79,36906,598999154,639236636,3750,0,0,0
2026-08-02 09:05:35,14191,13,0,3650,-1150,-772,3621,13,-2192,1161,84,36907,599764041,639236636,3619,0,0,0
2026-08-02 09:10:34,14698,9,0,3839,-622,-378,3621,9,-2101,1332,74,36909,600938709,639236636,3800,0,0,0
2026-08-02 09:15:35,15050,6,0,3650,-928,-833,3607,6,-2046,1142,88,36909,601660334,639236636,3669,0,0,0
2026-08-02 09:25:34,14305,13,1,4169,3798,3625,3921,13,-2166,1000,71,36908,602789876,642077375,3509,8603,2180,20
2026-08-02 09:30:35,13111,21,1,4409,3288,1948,3910,21,-2478,1000,61,36908,604086214,647822782,3809,8618,2179,20
2026-08-02 09:35:35,12068,28,1,4469,3021,3023,3965,28,-2751,1000,60,36908,605504710,653165507,4000,8713,1804,20
2026-08-02 09:40:35,11776,30,0,4029,-1849,-2576,3707,29,-2828,220,69,36908,607199829,655981484,4000,0,0,0
2026-08-02 09:45:35,12126,27,0,3929,-703,-1154,3731,27,-2736,346,70,36908,608437051,655981484,3919,0,0,0
2026-08-02 09:50:35,12418,25,0,3859,-656,-618,3730,25,-2660,509,72,36911,609462276,655981484,3850,0,0,0
2026-08-02 10:00:35,12681,23,0,3369,-166,-143,3744,23,-2591,526,85,36911,610382491,655981484,3379,0,0,0
2026-08-02 10:20:34,12944,22,0,3359,-59,-95,3740,22,-2522,809,84,36911,611299187,655981484,3359,0,0,0
2026-08-02 10:30:34,13011,21,0,3109,-51,-81,3739,22,-2504,538,94,36910,611532530,655981484,3109,0,0,0
2026-08-02 10:55:34,13149,20,0,2619,-50,-40,3739,21,-2468,548,118,36908,612018005,655981484,2629,0,0,0
2026-08-02 11:25:34,13295,19,0,2450,-31,-22,3737,20,-2430,600,134,36908,612529460,655981484,2450,0,0,0
2026-08-02 11:40:35,12824,23,1,3350,3471,3552,4046,23,-2553,1000,97,36909,613229021,658467280,2709,8587,2181,20
2026-08-02 11:45:34,11775,30,1,3909,3607,3748,4044,30,-2828,1000,79,36910,614625194,663848573,3300,8607,2180,20
2026-08-02 11:50:35,10638,37,1,4359,3538,3565,4050,37,-3126,1000,67,36910,615938858,669498898,3729,8620,2178,20
2026-08-02 11:55:35,9447,45,1,4650,3746,3785,4089,45,-3437,1000,52,36911,617058548,675203824,3989,8622,2177,20
2026-08-02 12:00:34,8248,53,1,4759,3702,3736,4134,53,-3751,1000,49,36911,618095155,680887014,4119,8638,2137,20
2026-08-02 12:05:34,7122,61,1,4750,3743,3763,4197,60,-4046,1000,76,36911,618813380,686023731,4139,8643,2087,20
2026-08-02 12:10:34,6140,67,1,4350,2626,2632,4211,67,-4303,1000,71,36911,619566499,690665633,4009,8762,1521,20
2026-08-02 12:15:34,5305,73,1,4250,2626,2632,4278,73,-4522,1000,64,36911,620264586,694716524,3909,8766,1586,20
2026-08-02 12:20:52,4631,78,1,3939,1891,1895,4298,77,-4698,1000,75,36911,620638872,697820922,3750,8901,1026,20
2026-08-02 12:25:34,4080,82,1,3569,1495,1499,4327,81,-4842,1000,88,36911,620864295,700285972,3450,4766,1440,15
2026-08-02 12:30:34,3634,85,1,3400,1487,1499,4372,84,-4959,1000,93,36908,621069149,702324221,3279,4759,1529,15
2026-08-02 12:35:34,3143,88,1,3309,1418,1422,4414,88,-5088,1000,98,36908,621386561,704673980,3189,4787,1386,15
2026-08-02 12:40:34,2770,91,1,3139,1014,1018,4418,90,-5185,1000,105,36908,621620691,706468487,3069,4904,965,15
2026-08-02 12:45:34,2489,93,1,2979,846,775,4419,92,-5259,1000,110,36908,621786665,707803653,2939,4945,786,15
2026-08-02 12:50:34,2285,94,1,2850,562,566,4418,94,-5312,1000,117,36908,621914793,708780237,2819,4996,573,15
2026-08-02 12:55:55,2267,95,0,2669,0,2,4362,94,-5317,1000,125,36908,622005365,708951940,2669,5143,44,15
2026-08-02 13:50:35,3078,92,0,3609,-66,-66,4258,88,-5105,869,87,36911,626624961,710333462,3629,0,0,0
2026-08-02 14:05:34,3549,89,0,3239,-2511,-2836,4028,85,-4981,858,101,36908,628469408,710333462,3109,0,0,0
2026-08-02 14:10:34,3794,88,0,3339,-349,-319,4191,83,-4917,934,94,36911,629434468,710333462,3339,0,0,0
2026-08-02 14:15:34,3950,87,0,3369,-327,-184,4194,82,-4876,783,92,36911,630053868,710333462,3369,0,0,0
2026-08-02 14:20:34,4167,85,0,3509,-577,-406,4164,81,-4820,794,87,36910,630898510,710333462,3519,0,0,0
2026-08-02 14:25:34,4362,83,0,3629,-209,-138,4160,79,-4768,823,80,36910,631666174,710333462,3639,0,0,0
2026-08-02 14:30:35,4527,82,0,3639,-368,-202,4149,78,-4725,875,80,36911,632304838,710333462,3639,0,0,0
2026-08-02 14:35:34,4682,81,0,3650,-637,-164,4136,77,-4685,786,80,36908,632902866,710333462,3639,0,0,0
2026-08-02 14:40:35,4834,80,0,3419,-354,-511,4105,76,-4645,827,85,36910,633490747,710333462,3429,0,0,0
2026-08-02 15:40:35,5056,79,0,2479,-65,-19,4132,76,-4587,537,112,36908,634359569,710333462,2479,0,0,0
2026-08-02 16:05:34,5210,78,0,2619,-24,-34,4117,74,-4547,846,102,36908,634953112,710333462,2619,0,0,0
2026-08-02 16:35:34,5341,77,0,2509,-29,-19,4110,74,-4512,603,107,36908,635459822,710333462,2509,0,0,0
2026-08-02 17:20:34,5485,76,0,2469,-45,-24,4101,73,-4474,572,112,36908,636016452,710333462,2469,0,0,0
2026-08-02 17:35:34,5636,75,0,2700,-134,-188,4068,71,-4435,1076,106,36910,636586690,710333462,2700,0,0,0
2026-08-02 17:45:51,5739,74,0,2669,-67,-88,4073,71,-4408,755,108,36910,636984427,710333462,2669,0,0,0
2026-08-02 18:25:34,5889,73,0,2650,-11,-21,4071,70,-4369,628,110,36909,637556792,710333462,2639,0,0,0
2026-08-02 18:55:37,5999,72,0,2629,-34,-47,4063,69,-4340,589,112,36909,637977318,710333462,2629,0,0,0
2026-08-02 19:05:34,6165,71,0,2779,-14,-9,4045,68,-4296,738,108,36911,638603603,710333462,2779,0,0,0
2026-08-02 19:10:34,6271,70,0,2839,-465,-819,3988,67,-4269,748,108,36908,639003274,710333462,2829,0,0,0
2026-08-02 19:15:35,6378,69,0,3019,-461,-185,4001,66,-4241,762,105,36908,639403512,710333462,3019,0,0,0
2026-08-02 19:20:34,6494,68,0,3169,-48,-109,4007,65,-4210,840,104,36910,639838720,710333462,3169,0,0,0
2026-08-02 19:35:34,6721,67,0,2879,-281,-277,3968,64,-4151,915,120,36909,640695176,710333462,2879,0,0,0
2026-08-02 19:40:34,6818,66,0,2969,-213,-198,3959,63,-4126,844,119,36909,641054114,710333462,2939,0,0,0
2026-08-02 19:45:34,6976,65,0,3200,-1158,-1686,3871,62,-4084,888,113,36910,641638757,710333462,3179,0,0,0
2026-08-02 19:50:34,7160,63,0,3400,-317,-223,3940,61,-4036,941,100,36911,642318547,710333462,3389,0,0,0
2026-08-02 20:00:34,7359,62,0,3159,-626,-519,3915,59,-3984,803,93,36910,643058405,710333462,3179,0,0,0
2026-08-02 20:05:41,7443,61,0,2979,-153,-84,3935,59,-3962,792,93,36909,643364521,710333462,2979,0,0,0
2026-08-02 20:25:34,7775,59,0,2829,-579,-566,3876,57,-3875,1004,88,36908,644580114,710333462,2819,0,0,0
2026-08-02 20:30:34,7859,58,0,2759,-18,-8,3917,56,-3853,1055,89,36909,644884650,710333462,2759,0,0,0
2026-08-02 20:40:35,8071,57,0,2750,-101,-96,3904,55,-3809,818,90,36910,645507157,710333462,2750,0,0,0
2026-08-02 20:45:34,8184,56,0,3029,-254,-236,3875,54,-3758,968,82,36911,646206188,710333462,3009,0,0,0
2026-08-02 20:55:35,8395,55,0,2789,-276,-249,3876,53,-3727,751,89,36908,646638854,710333462,2779,0,0,0
2026-08-02 21:00:36,8446,54,0,3019,-241,-1425,3811,52,-3700,820,82,36910,647018815,710333462,3019,0,0,0
2026-08-02 21:15:34,8567,53,0,2719,-17,-7,3887,52,-3668,786,90,36898,647457695,710333462,2719,0,0,0
2026-08-02 21:25:34,8703,52,0,3129,-519,-579,3845,50,-3627,878,77,36899,648022677,710333462,3119,0,0,0
2026-08-02 21:35:34,8912,51,0,3150,-334,-267,3849,49,-3578,797,77,36897,648708786,710333462,3150,0,0,0
2026-08-02 21:40:35,8978,50,0,3119,-140,-158,3851,49,-3556,789,79,36898,649016369,710333462,3119,0,0,0
2026-08-02 21:45:34,9109,49,0,3239,-211,-460,3832,47,-3512,972,76,36897,649623400,710333462,3250,0,0,0
2026-08-02 21:55:34,9298,48,0,3079,-107,-113,3850,47,-3483,724,82,36898,650025439,710333462,3079,0,0,0
2026-08-02 22:05:34,9419,47,0,3139,-176,-151,3842,46,-3450,768,80,36898,650483899,710333462,3139,0,0,0
2026-08-02 22:15:34,9520,46,0,3250,-396,-479,3824,45,-3415,730,77,36898,650958269,710333462,3250,0,0,0
2026-08-02 22:30:34,9688,45,0,3259,-138,-139,3836,44,-3374,673,79,36898,651533311,710333462,3259,0,0,0
2026-08-02 22:40:34,9809,44,0,3229,-337,-277,3823,43,-3347,660,80,36898,651904443,710333462,3229,0,0,0
2026-08-02 22:55:35,9962,43,0,3209,-133,-127,3827,42,-3307,662,81,36898,652453735,710333462,3209,0,0,0
2026-08-02 23:10:35,10110,42,0,3279,-128,-113,3823,41,-3266,672,81,36898,653010287,710333462,3269,0,0,0
2026-08-02 23:25:34,10259,41,0,3289,-191,-191,3815,40,-3228,651,82,36898,653531969,710333462,3289,0,0,0
2026-08-02 23:35:35,10422,40,0,3479,-641,-1350,3752,39,-3186,766,79,36898,654105818,710333462,3479,0,0,0
2026-08-02 23:45:35,10503,39,0,3189,-15,-13,3819,38,-3169,685,89,36900,654343873,710333462,3189,0,0,0
2026-08-03 00:15:34,10598,38,0,2809,-19,-93,3814,38,-3137,506,103,36900,654776813,710333462,2809,0,0,0
2026-08-03 00:46:00,10743,37,0,2609,-12,-6,3815,37,-3109,477,113,36901,655161496,710333462,2609,0,0,0
2026-08-03 01:20:40,10975,36,0,2500,-166,-183,3795,36,-3075,490,121,36901,655633730,710333462,2500,0,0,0
2026-08-03 01:50:59,11045,35,0,3089,-26,-10,3806,35,-3039,651,100,36901,656126620,710333462,3089,0,0,0
2026-08-03 02:35:49,11185,34,0,2959,-23,-9,3803,34,-2992,490,107,36901,656757794,710333462,2959,0,0,0
2026-08-03 03:00:34,11383,33,0,2800,-111,-113,3784,33,-2942,723,115,36901,657437383,710333462,2800,0,0,0
2026-08-03 03:10:34,11502,32,0,2579,-47,-21,3793,32,-2933,635,124,36901,657572615,710333462,2579,0,0,0
2026-08-03 03:45:40,11620,31,0,2359,-15,-13,3787,31,-2895,549,136,36901,658084618,710333462,2359,0,0,0
2026-08-03 04:10:34,11771,30,0,2309,-16,-9,3784,30,-2871,540,138,36901,658410369,710333462,2309,0,0,0
2026-08-03 04:40:34,11869,29,0,2509,-22,-94,3773,30,-2833,666,123,36901,658927893,710333462,2509,0,0,0
2026-08-03 05:15:34,12053,28,0,2409,-24,-8,3774,28,-2797,586,132,36902,659416817,710333462,2409,0,0,0
2026-08-03 05:40:34,11923,27,0,2739,-48,-80,3759,29,-2747,930,112,36901,660081638,710333462,2739,0,0,0
2026-08-03 05:50:34,12301,26,0,2589,-22,-8,3764,27,-2736,822,120,36902,660233471,710333462,2589,0,0,0
2026-08-03 06:00:34,12237,25,0,3029,-16,-14,3753,27,-2688,1043,100,36902,660864795,710333462,3019,0,0,0
2026-08-03 06:10:34,12559,24,0,3239,-21,-18,3753,25,-2676,993,91,36902,661029843,710333462,3239,0,0,0
2026-08-03 06:40:35,12451,23,0,3239,-269,-302,3721,25,-2603,954,92,36900,661991724,710333462,3239,0,0,0
2026-08-03 06:50:34,12862,22,0,3089,-475,-717,3690,22,-2542,992,94,36900,662808692,710333462,3089,0,0,0
2026-08-03 06:55:35,13082,21,0,3089,-352,-315,3707,21,-2510,968,94,36906,663240604,710333462,3089,0,0,0
2026-08-03 07:00:35,13198,20,0,3119,-317,-378,3704,20,-2480,920,94,36904,663629916,710333462,3119,0,0,0
2026-08-03 07:05:34,13318,19,0,3029,-290,-274,3704,19,-2453,903,100,36905,663999986,710333462,3029,0,0,0
2026-08-03 07:15:34,13522,18,0,3019,-321,-280,3695,18,-2396,888,103,36909,664760315,710333462,3019,0,0,0
2026-08-03 07:20:34,13659,17,0,3019,-599,-541,3666,17,-2362,901,105,36909,665203770,710333462,3009,0,0,0
2026-08-03 07:25:35,13766,16,0,3039,-396,-367,3678,16,-2332,977,106,36909,665600253,710333462,3039,0,0,0
2026-08-03 07:30:35,13843,15,0,3039,-153,-137,3691,16,-2305,844,107,36910,665961322,710333462,3029,0,0,0
2026-08-03 07:40:34,14130,14,0,3039,-334,-294,3661,14,-2238,961,110,36908,666842580,710333462,3039,0,0,0
2026-08-03 07:45:34,14311,12,0,3009,-409,-254,3660,13,-2212,878,110,36899,667186270,710333462,3009,0,0,0
2026-08-03 07:50:34,14489,11,0,2919,-287,-401,3647,11,-2185,906,117,36899,667542431,710333462,2919,0,0,0
2026-08-03 07:55:34,14721,10,0,2859,-222,-188,3660,10,-2161,854,127,36899,667857221,710333462,2869,0,0,0
2026-08-03 08:00:34,14872,9,0,2839,-354,-354,3641,8,-2132,983,135,36899,668237250,710333462,2839,0,0,0
2026-08-03 08:05:34,15074,7,0,2839,-280,-299,3649,7,-2109,862,143,36896,668542220,710333462,2839,0,0,0
2026-08-03 08:15:34,15231,6,0,2769,-343,-249,3643,6,-2059,848,158,36898,669201597,710333462,2779,0,0,0
2026-08-03 08:25:34,13779,16,1,3959,3991,3984,4001,17,-2304,1000,80,36899,670404927,715097066,3229,8599,2128,20
2026-08-03 08:30:34,12591,24,1,4239,3906,3895,4021,24,-2614,1000,68,36899,671309239,720486920,3519,8618,2131,20
2026-08-03 08:35:34,11401,32,1,4329,3878,3903,4048,32,-2926,1000,74,36899,672139739,725845388,3669,8628,2129,20
2026-08-03 08:40:34,10131,41,1,4400,3690,3676,4077,41,-3258,1000,60,36899,673004972,731560959,3739,8634,2129,20
2026-08-03 08:45:34,9010,48,1,4409,3431,3627,4117,48,-3552,1000,54,36896,673761926,736682916,3769,8652,2100,20
2026-08-03 08:50:34,8982,49,0,3300,-312,-287,3898,48,-3559,1000,74,36897,674130348,737174052,3309,0,0,0
2026-08-03 09:05:34,9289,48,0,3159,-213,-218,3859,46,-3479,286,79,36897,675249972,737174052,3159,0,0,0
2026-08-03 09:10:35,9410,47,0,3229,-218,-184,3848,45,-3447,529,77,36898,675691109,737174052,3219,0,0,0
2026-08-03 09:20:34,9609,46,0,3239,-326,-346,3829,44,-3395,687,78,36896,676408763,737174052,3239,0,0,0
2026-08-03 09:25:35,9729,45,0,3279,-384,-245,3828,43,-3363,726,78,36898,676843647,737174052,3279,0,0,0
2026-08-03 09:30:35,9854,44,0,3309,-602,-703,3800,42,-3331,759,78,36899,677291420,737174052,3300,0,0,0
2026-08-03 09:35:34,9940,43,0,3279,-785,-266,3818,42,-3308,621,79,36899,677599508,737174052,3279,0,0,0
2026-08-03 09:45:34,10102,42,0,3159,-176,-223,3820,41,-3266,623,83,36898,678186523,737174052,3159,0,0,0
2026-08-03 09:55:34,10290,41,0,3179,-129,-122,3817,40,-3217,746,85,36898,678861389,737174052,3179,0,0,0
2026-08-03 10:05:34,10383,40,0,3229,-33,-32,3824,39,-3192,693,85,36898,679194519,737174052,3219,0,0,0
2026-08-03 10:25:34,10532,39,0,3409,-72,-58,3818,38,-3153,553,83,36899,679728676,737174052,3400,0,0,0
2026-08-03 10:45:34,10647,38,0,3450,-199,-184,3807,37,-3123,620,83,36896,680138613,737174052,3459,0,0,0
2026-08-03 11:15:34,10785,37,0,3139,-57,-48,3813,37,-3087,492,94,36897,680634686,737174052,3139,0,0,0
2026-08-03 11:25:35,11047,35,0,3339,-988,-886,3751,34,-3019,621,92,36897,681565183,737174052,3319,0,0,0
2026-08-03 11:35:35,11242,34,0,3400,-294,-282,3781,33,-2968,629,92,36899,682263749,737174052,3409,0,0,0
2026-08-03 11:40:35,11339,33,0,3389,-321,-295,3778,32,-2942,617,94,36896,682608916,737174052,3379,0,0,0
2026-08-03 11:50:34,11551,32,0,3389,-268,-303,3772,31,-2887,666,91,36898,683365457,737174052,3389,0,0,0
2026-08-03 12:00:34,11634,31,0,3259,-205,-196,3775,30,-2865,555,94,36898,683657537,737174052,3259,0,0,0
2026-08-03 12:25:34,11761,30,0,3109,-64,-99,3778,30,-2832,618,97,36899,684108839,737174052,3109,0,0,0
2026-08-03 12:40:34,11924,29,0,3169,-330,-267,3756,29,-2789,625,94,36897,684689901,737174052,3150,0,0,0
2026-08-03 13:05:34,12045,28,0,3189,-38,-31,3769,28,-2757,577,93,36897,685119251,737174052,3189,0,0,0
2026-08-03 13:30:34,12271,27,0,3159,-327,-383,3733,26,-2698,797,94,36899,685912371,737174052,3150,0,0,0
2026-08-03 13:35:35,12376,26,0,3219,-209,-239,3738,26,-2671,789,92,36899,686283243,737174052,3219,0,0,0
2026-08-03 13:40:34,12479,25,0,3289,-267,-333,3729,25,-2644,782,89,36897,686642615,737174052,3289,0,0,0
2026-08-03 13:45:34,12593,24,0,3350,-872,-1305,3680,24,-2614,770,86,36899,687042499,737174052,3350,0,0,0
2026-08-03 13:50:34,12716,23,0,3389,-397,-504,3715,23,-2582,869,83,36897,687471551,737174052,3389,0,0,0
2026-08-03 13:55:34,12922,22,0,3479,-532,-429,3703,22,-2528,1018,79,36898,688190429,737174052,3469,0,0,0
2026-08-03 14:00:35,13055,21,0,3439,-279,-253,3715,21,-2493,950,81,36897,688652739,737174052,3439,0,0,0
2026-08-03 14:05:34,13185,20,0,3369,-444,-353,3705,20,-2463,894,84,36898,689052763,737174052,3369,0,0,0
2026-08-03 14:10:35,13337,19,0,3379,-570,-553,3684,19,-2429,870,86,36898,689507676,737174052,3379,0,0,0
2026-08-03 14:15:35,13325,18,0,3269,-57,-31,3719,19,-2400,883,90,36898,689894137,737174052,3279,0,0,0
2026-08-03 14:25:35,13606,17,0,3129,-307,-386,3689,17,-2363,749,99,36898,690391012,737174052,3129,0,0,0
2026-08-03 14:35:34,13831,15,0,3189,-1102,-986,3638,15,-2327,767,100,36899,690862865,737174052,3189,0,0,0
2026-08-03 14:45:34,14016,14,0,3089,-333,-348,3674,15,-2262,777,107,36898,691715455,737174052,3100,0,0,0
2026-08-03 14:50:34,14165,13,0,3079,-344,-384,3663,14,-2241,798,108,36898,691993609,737174052,3069,0,0,0
2026-08-03 15:00:34,14407,12,0,3279,-1024,-1053,3616,12,-2193,785,96,36898,692634088,737174052,3279,0,0,0
2026-08-03 15:05:34,14609,10,0,3329,-463,-455,3647,11,-2163,909,95,36899,693018923,737174052,3319,0,0,0
2026-08-03 15:10:34,14863,9,0,3329,-294,-322,3657,8,-2142,865,99,36896,693304781,737174052,3329,0,0,0
2026-08-03 15:15:34,14954,8,0,3379,-583,-609,3629,7,-2110,866,99,36896,693725251,737174052,3369,0,0,0
2026-08-03 15:20:34,15087,7,0,3350,-178,-141,3660,7,-2087,784,106,36898,694019141,737174052,3350,0,0,0
2026-08-03 15:30:34,15262,6,0,3059,-78,-77,3668,6,-2043,671,135,36899,694602629,737174052,3069,0,0,0
2026-08-03 15:35:34,14154,14,1,3809,4063,3938,3983,14,-2205,1000,86,36896,695084107,739959702,3100,8625,2180,20
2026-08-03 15:45:34,13549,18,1,3800,4112,4057,4018,18,-2364,1000,83,36896,695774540,742973158,3219,8614,2180,20
2026-08-03 15:50:34,12303,26,1,4139,3724,3680,4027,26,-2690,1000,71,36896,696619482,748554977,3450,8629,2178,20
2026-08-03 15:55:34,11201,33,0,3759,-15,-10,3858,34,-2978,1000,78,36897,697453022,753612959,3829,0,0,0
2026-08-03 16:20:35,11502,32,0,3339,-683,-596,3764,31,-2900,460,94,36898,698529266,753612959,3329,0,0,0
2026-08-03 16:30:59,11618,31,0,3300,-142,-148,3790,31,-2869,393,93,36897,698942143,753612959,3289,0,0,0
2026-08-03 16:45:34,11906,29,0,3419,-439,-440,3758,28,-2794,486,85,36899,699963913,753612959,3419,0,0,0
2026-08-03 17:01:17,12036,28,0,3439,-133,-146,3778,28,-2760,289,84,36897,700426463,753612959,3439,0,0,0
2026-08-03 17:05:35,12220,27,0,3359,-441,-488,3738,26,-2711,545,87,36898,701077153,753612959,3350,0,0,0
2026-08-03 17:10:34,12308,26,0,3139,-147,-138,3760,26,-2688,470,95,36896,701385739,753612959,3139,0,0,0
2026-08-03 17:20:34,12500,25,0,3259,-440,-375,3726,24,-2638,704,91,36899,702060751,753612959,3239,0,0,0
2026-08-03 17:25:34,12677,24,0,3319,-164,-151,3739,24,-2592,688,86,36898,702678787,753612959,3319,0,0,0
2026-08-03 17:30:34,12848,22,0,3409,-803,-461,3705,22,-2547,827,82,36896,703273952,753612959,3400,0,0,0
2026-08-03 17:35:34,12990,21,0,3350,-274,-245,3720,22,-2510,809,84,36898,703768692,753612959,3359,0,0,0
2026-08-03 17:45:35,13270,20,0,3300,-233,-245,3711,20,-2437,877,88,36898,704745071,753612959,3289,0,0,0
2026-08-03 17:50:34,13378,19,0,3339,-257,-263,3707,19,-2408,845,88,36898,705122862,753612959,3339,0,0,0
2026-08-03 17:55:34,13498,18,0,3369,-495,-511,3687,18,-2377,847,88,36896,705538908,753612959,3369,0,0,0
2026-08-03 18:00:34,13627,17,0,3300,-350,-301,3688,17,-2343,893,92,36896,705989335,753612959,3300,0,0,0
2026-08-03 18:05:34,13743,16,0,3389,-327,-273,3687,17,-2313,902,90,36898,706390385,753612959,3389,0,0,0
2026-08-03 18:10:34,13937,15,0,3229,-146,-141,3694,15,-2292,855,99,36898,706667058,753612959,3229,0,0,0
2026-08-03 18:20:34,14115,14,0,3339,-685,-272,3678,14,-2245,899,95,36899,707295395,753612959,3329,0,0,0
2026-08-03 18:25:34,14176,13,0,3309,-110,-90,3684,14,-2225,715,95,36899,707554655,753612959,3319,0,0,0
2026-08-03 18:30:34,14367,12,0,3200,-157,-137,3679,13,-2213,680,101,36896,707710733,753612959,3189,0,0,0
2026-08-03 18:40:34,14636,10,0,3219,-128,-104,3677,11,-2185,675,100,36896,708078826,753612959,3239,0,0,0
2026-08-03 18:45:34,14770,9,0,2959,-179,-154,3671,9,-2172,563,121,36899,708255603,753612959,2959,0,0,0
2026-08-03 19:01:16,15005,8,0,2969,-84,-91,3673,8,-2130,648,129,36899,708805966,753612959,2969,0,0,0
2026-08-03 19:05:34,15030,7,0,2919,-1156,-1273,3573,7,-2113,679,135,36896,709037730,753612959,2919,0,0,0
2026-08-03 19:25:34,15247,6,0,3489,-326,-316,3636,6,-1992,970,105,36902,710620332,753612959,3489,0,0,0
2026-08-03 19:35:35,15375,5,0,3409,-480,-372,3617,5,-1925,859,113,36906,711491115,753612959,3409,0,0,0
2026-08-03 19:50:34,15482,4,0,2879,-147,-136,3617,4,-1868,752,160,36907,712232849,753612959,2879,0,0,0
2026-08-03 19:55:34,14841,9,1,3250,2780,2823,3919,9,-2025,1000,116,36906,712786446,756373484,2889,4348,2779,15
2026-08-03 20:00:34,14011,15,1,3289,2660,2690,3946,15,-2243,1000,104,36907,713454393,760109395,2959,4373,2712,15
2026-08-03 20:05:35,13226,20,1,3239,2597,2597,3978,20,-2448,1000,96,36907,713951618,763544652,2919,4395,2666,15
2026-08-03 20:10:34,12441,25,1,3229,2556,2559,3997,26,-2654,1000,98,36907,714570291,767107244,2909,4414,2576,15
2026-08-03 20:15:34,11656,31,1,3209,2377,2428,4007,31,-2859,1000,100,36907,714945791,770446849,2950,4412,2573,15
2026-08-03 20:20:35,10971,35,1,3379,1687,1492,3968,35,-3038,1000,93,36907,715904190,773992750,3119,4410,2572,15
2026-08-03 20:25:34,10319,40,1,3439,2269,2258,4020,40,-3209,1000,80,36907,716624364,777175039,3189,4425,2527,15
2026-08-03 20:30:34,9823,43,0,3100,-23,-61,3888,43,-3339,1000,83,36905,717320917,779778140,3129,0,0,0
2026-08-03 20:35:34,9287,47,1,3419,2386,2402,4064,47,-3479,1000,75,36905,717710770,782211556,3139,4451,2388,15
2026-08-03 20:40:34,8563,51,1,3509,1973,1980,4065,51,-3669,1000,70,36905,718258808,785541815,3289,4522,2193,15
2026-08-03 20:45:34,7892,56,1,3659,2185,2166,4101,56,-3844,1000,67,36905,718769143,788636803,3419,4482,2321,15
2026-08-03 20:50:34,7191,61,1,3669,2195,2189,4138,60,-4028,1000,93,36905,719152960,791742998,3439,4524,2223,15
2026-08-03 20:55:34,6553,65,1,3669,2102,2113,4174,65,-4195,1000,94,36905,719422276,794519140,3439,4550,2125,15
2026-08-03 21:00:34,5931,69,1,3600,1859,1701,4197,69,-4358,1000,84,36905,719799452,797354592,3419,4565,2069,15
2026-08-03 21:05:34,5285,74,1,3459,1767,1760,4254,73,-4527,1000,80,36905,720107928,800241683,3269,4602,1938,15
2026-08-03 21:10:34,4712,78,1,3309,1654,1660,4297,77,-4677,1000,91,36905,720403594,802846646,3159,4687,1702,15
2026-08-03 21:15:34,4255,81,1,3159,1494,1498,4328,80,-4796,1000,97,36905,720667234,804979363,3039,4743,1541,15
2026-08-03 21:20:34,3765,84,1,3059,1494,1499,4375,84,-4925,1000,105,36905,720956774,807280031,2939,4747,1521,15
2026-08-03 21:25:34,3310,87,1,2969,1390,1392,4410,87,-5044,1000,109,36905,721193202,809404107,2859,4767,1449,15
2026-08-03 21:30:34,2932,90,1,2859,1046,1050,4418,90,-5143,1000,117,36905,721416840,811202415,2789,4809,1328,15
2026-08-03 21:35:34,2636,92,1,2759,774,777,4418,92,-5220,1000,122,36905,721634405,812653444,2709,4972,819,15
