TimeStamp,PresentDOD0,CurrentCapacity,IsCharging,Temperature,Amperage,InstantAmperage,Voltage,StateOfCharge,ChargeAccum,ResScale,RSS,ITMiscStatus,AccumulatedSystemLoad,AccumulatedSystemPowerIn,VirtualTemperature,SystemVoltageIn,SystemCurrentIn,Watts
2026-07-31 16:00:34,11771,30,0,3239,-357,-271,3758,30,-2863,718,96,35883,426659065,464840331,3229,0,0,0
2026-07-31 16:10:34,11780,29,0,3279,-95,-94,3760,29,-2814,823,94,35883,427325160,464840331,3279,0,0,0
2026-07-31 16:20:34,12065,27,0,3319,-494,-600,3716,27,-2754,853,93,35881,428124068,464840331,3309,0,0,0
2026-07-31 16:30:35,12278,26,0,3229,-500,-1037,3689,26,-2655,1014,95,35883,429444196,464840331,3229,0,0,0
2026-07-31 16:35:35,12584,24,0,3500,-827,-863,3678,23,-2603,885,86,35886,430141991,464840331,3439,0,0,0
2026-07-31 16:40:34,12592,23,0,3600,-468,-465,3706,24,-2550,1032,81,35886,430841140,464840331,3600,0,0,0
2026-07-31 16:45:34,12934,22,0,3469,-746,-811,3686,22,-2517,922,83,35886,431284856,464840331,3479,0,0,0
2026-07-31 16:50:34,13062,20,0,3459,-559,-636,3692,21,-2485,895,84,35886,431714233,464840331,3459,0,0,0
2026-07-31 16:55:35,13280,19,0,3489,-938,-1040,3667,19,-2450,848,85,35886,432172175,464840331,3479,0,0,0
2026-07-31 17:05:34,13487,18,0,3459,-456,-321,3689,18,-2384,913,88,35884,433047968,464840331,3450,0,0,0
2026-07-31 17:10:34,13721,16,0,3519,-617,-579,3667,16,-2347,789,88,35886,433545740,464840331,3489,0,0,0
2026-07-31 17:20:34,13999,14,0,3669,-233,-202,3667,14,-2233,944,85,35885,435044837,464840331,3669,0,0,0
2026-07-31 17:25:34,14211,13,0,3609,-177,-162,3669,13,-2189,1085,86,35872,435615537,464840331,3609,0,0,0
2026-07-31 17:30:35,14534,11,0,3619,-694,-629,3633,11,-2144,1018,85,35878,436215277,464840331,3619,0,0,0
2026-07-31 17:35:34,14854,8,0,3650,-504,-688,3625,7,-2093,1107,84,35879,436883792,464840331,3639,0,0,0
2026-07-31 17:40:34,15126,6,0,3669,-469,-517,3627,6,-2041,958,96,35882,437553139,464840331,3659,0,0,0
2026-07-31 17:45:34,15241,5,0,3629,-161,-133,3648,5,-1996,988,104,35881,438143723,464840331,3639,0,0,0
2026-07-31 17:50:34,15359,4,0,3650,-471,-259,3613,4,-1935,1050,109,35887,438932614,464840331,3639,0,0,0
2026-07-31 18:00:35,15606,2,0,3739,-337,-229,3546,2,-1814,1084,136,35872,440483091,464840331,3729,0,0,0
2026-07-31 18:05:35,15723,3,1,4319,3531,3420,3792,3,-1799,1000,147,35879,441427462,465644951,3809,8569,2180,20
2026-07-31 18:10:34,14528,11,1,4500,3915,3920,3937,12,-2112,1000,62,35876,442543685,471151990,3769,8608,2180,20
2026-07-31 18:15:34,13330,19,1,4629,3940,3987,3988,19,-2425,1000,60,35876,443557835,476654325,3879,8621,2182,20
2026-07-31 18:20:34,12071,28,1,4559,3701,3558,4002,28,-2755,1000,62,35876,444710474,482539646,3929,8626,2177,20
2026-07-31 18:25:34,10866,36,1,4689,3561,3566,4037,36,-3070,1000,65,35876,445810674,488219182,4019,8631,2178,20
2026-07-31 18:30:34,10501,38,0,3759,-308,-286,3842,38,-3166,1000,76,35879,446439361,490269552,3769,0,0,0
2026-07-31 18:40:34,10878,37,0,3600,-299,-291,3800,35,-3067,459,85,35878,447790688,490269552,3600,0,0,0
2026-07-31 18:45:34,11105,35,0,3659,-439,-215,3791,34,-3008,550,87,35877,448599487,490269552,3639,0,0,0
2026-07-31 18:50:34,11238,34,0,3550,-205,-163,3797,33,-2973,461,91,35877,449072037,490269552,3559,0,0,0
2026-07-31 18:55:34,11361,33,0,3489,-300,-336,3783,32,-2941,442,94,35879,449509882,490269552,3489,0,0,0
2026-07-31 19:05:35,11607,31,0,3459,-142,-136,3783,31,-2876,496,91,35879,450386616,490269552,3459,0,0,0
2026-07-31 19:15:34,11770,30,0,3189,-42,-30,3790,30,-2833,323,97,35876,450967489,490269552,3200,0,0,0
2026-07-31 19:20:34,11878,29,0,3150,-242,-263,3761,28,-2805,625,100,35879,451350254,490269552,3129,0,0,0
2026-07-31 19:55:35,12045,28,0,2769,-325,-298,3756,28,-2761,496,116,35877,451942475,490269552,2759,0,0,0
2026-07-31 20:00:35,12219,27,0,3109,-430,-395,3728,26,-2716,719,102,35879,452552964,490269552,3079,0,0,0
2026-07-31 20:05:34,12467,25,0,3409,-412,-403,3722,24,-2651,779,90,35877,453418181,490269552,3389,0,0,0
2026-07-31 20:10:34,12645,24,0,3409,-871,-692,3702,23,-2604,708,88,35876,454044163,490269552,3400,0,0,0
2026-07-31 20:15:35,12786,23,0,3409,-417,-505,3716,23,-2567,745,85,35877,454536497,490269552,3419,0,0,0
2026-07-31 20:20:34,12930,22,0,3350,-362,-569,3705,22,-2530,775,88,35877,455037273,490269552,3350,0,0,0
2026-07-31 20:25:35,13099,21,0,3289,-874,-789,3675,20,-2486,835,92,35878,455620668,490269552,3259,0,0,0
2026-07-31 20:30:34,13245,20,0,3209,-178,-151,3716,20,-2447,878,96,35876,456132958,490269552,3209,0,0,0
2026-07-31 20:35:35,13345,19,0,3169,-184,-183,3712,19,-2421,761,98,35876,456481814,490269552,3169,0,0,0
2026-07-31 20:45:34,13412,18,0,3129,-127,-206,3701,19,-2353,914,101,35878,457380677,490269552,3129,0,0,0
2026-07-31 20:50:34,13626,17,0,3229,-300,-137,3695,17,-2321,881,99,35878,457811620,490269552,3219,0,0,0
2026-07-31 20:55:35,13830,16,0,3329,-491,-196,3682,15,-2287,853,98,35877,458253673,490269552,3319,0,0,0
2026-07-31 21:00:34,13979,15,0,3200,-135,-115,3694,15,-2270,791,106,35879,458490201,490269552,3209,0,0,0
2026-07-31 21:05:34,14080,14,0,3019,-151,-195,3692,15,-2264,690,117,35879,458569356,490269552,3029,0,0,0
2026-07-31 21:15:34,14169,13,0,3000,-76,-102,3686,14,-2225,645,118,35879,459079864,490269552,3000,0,0,0
2026-07-31 21:25:36,14255,12,0,2909,-22,-82,3690,13,-2214,610,122,35879,459223563,490269552,2909,0,0,0
2026-07-31 21:40:35,14601,10,0,2969,-1228,-1198,3608,11,-2182,673,122,35876,459640664,490269552,2959,0,0,0
2026-07-31 21:55:35,14958,8,0,3429,-215,-169,3661,8,-2088,874,101,35879,460883275,490269552,3429,0,0,0
2026-07-31 22:00:34,15179,7,0,3200,-69,-42,3674,6,-2077,657,127,35877,461034956,490269552,3209,0,0,0
2026-07-31 22:05:36,15235,6,0,3050,-13,-16,3679,6,-2073,581,143,35878,461085060,490269552,3050,0,0,0
2026-07-31 23:10:34,15326,5,0,3200,-63,-59,3658,5,-1920,730,134,35879,463088783,490269552,3209,0,0,0
2026-07-31 23:35:34,15475,4,0,3059,-32,-29,3641,4,-1853,593,158,35879,463958719,490269552,3059,0,0,0
2026-08-01 00:05:34,15652,3,0,3159,-766,-466,3515,3,-1790,831,191,35876,464776041,490269552,3129,0,0,0
2026-08-01 00:15:34,14597,11,1,4439,4036,4038,3943,11,-2093,1000,64,35878,466824521,496639788,3739,8608,2181,20
2026-08-01 00:20:34,13407,19,1,4679,3973,4007,3979,19,-2405,1000,57,35878,468071790,502320159,4019,8620,2159,20
2026-08-01 00:25:34,12480,25,1,4259,1900,1903,3910,25,-2648,1000,65,35878,469220070,506952786,4050,8817,1281,20
2026-08-01 00:30:34,11978,28,0,3939,-710,-473,3811,28,-2779,1000,70,35878,470141701,509727292,3939,0,0,0
2026-08-01 00:35:34,12152,27,0,3729,-629,-424,3775,27,-2734,1000,78,35878,470760442,509727292,3729,0,0,0
2026-08-01 00:40:35,12342,26,0,3659,-373,-252,3768,25,-2684,207,80,35876,471436171,509727292,3650,0,0,0
2026-08-01 00:50:34,12456,25,0,3219,-296,-257,3764,25,-2654,158,96,35878,471842181,509727292,3219,0,0,0
2026-08-01 01:25:34,12594,24,0,3159,-43,-44,3768,24,-2618,130,97,35878,472330317,509727292,3159,0,0,0
2026-08-01 02:05:34,12736,23,0,3050,-191,-186,3750,24,-2581,170,100,35878,472832440,509727292,3050,0,0,0
2026-08-01 02:35:47,12857,22,0,3039,-14,-10,3755,23,-2549,329,100,35878,473258858,509727292,3039,0,0,0
2026-08-01 03:10:34,12992,21,0,3039,-39,-67,3746,22,-2513,367,100,35878,473738445,509727292,3039,0,0,0
2026-08-01 03:45:34,13144,20,0,2959,-15,-9,3743,21,-2474,394,105,35878,474271469,509727292,2959,0,0,0
2026-08-01 04:20:38,13290,19,0,2939,-22,-7,3738,20,-2435,426,108,35878,474786411,509727292,2939,0,0,0
2026-08-01 05:00:34,13442,18,0,2979,-23,-12,3733,19,-2396,436,108,35878,475320050,509727292,2979,0,0,0
2026-08-01 05:35:35,13580,17,0,3059,-17,-7,3727,18,-2360,472,105,35878,475804480,509727292,3059,0,0,0
2026-08-01 06:10:34,13728,16,0,3100,-40,-13,3719,17,-2321,480,106,35878,476320420,509727292,3100,0,0,0
2026-08-01 06:45:43,13886,15,0,3159,-15,-9,3709,16,-2279,534,107,35878,476873265,509727292,3159,0,0,0
2026-08-01 07:20:34,14028,14,0,3300,-81,-191,3694,15,-2242,522,102,35878,477365556,509727292,3300,0,0,0
2026-08-01 07:55:34,14182,13,0,3369,-15,-12,3694,14,-2202,579,98,35878,477901006,509727292,3359,0,0,0
2026-08-01 08:00:34,13406,19,1,4289,4135,4152,4004,19,-2405,1000,70,35878,478361639,513079488,3469,8575,2180,20
2026-08-01 08:05:34,12127,27,1,4619,4144,4155,4034,27,-2740,1000,63,35878,479057040,518639925,3809,8596,2180,20
2026-08-01 08:10:35,10862,36,1,4900,4103,4120,4055,36,-3071,1000,62,35879,479689870,524078329,4109,8615,2178,20
2026-08-01 08:15:35,9667,44,1,4789,3167,3173,4043,44,-3384,1000,50,35879,480302755,529274722,4300,8742,1638,20
2026-08-01 08:20:39,8760,50,1,4750,2762,2767,4058,50,-3621,1000,46,35879,480740837,533175031,4359,8774,1437,20
2026-08-01 08:25:35,7872,56,1,4869,3547,3412,4131,56,-3854,1000,48,35879,481240072,537088273,4289,8607,2175,20
2026-08-01 08:30:35,7027,61,1,4650,2585,2591,4139,61,-4075,1000,80,35879,481758468,540893473,4309,8786,1345,20
2026-08-01 08:35:35,6249,66,1,4609,2095,2100,4166,66,-4279,1000,67,35879,482178064,544367174,4369,8848,1123,20
2026-08-01 08:40:34,5592,71,1,4609,2013,2018,4207,71,-4451,1000,60,35879,482538023,547329428,4389,8861,1067,20
2026-08-01 08:45:36,5016,75,1,4569,1680,1688,4234,74,-4601,1000,60,35879,482905502,549991395,4409,8873,929,20
2026-08-01 08:50:34,4543,78,1,4519,1504,1509,4262,78,-4725,1000,62,35879,483224468,552206658,4389,8910,817,20
2026-08-01 08:55:34,4281,80,0,4319,0,0,4208,79,-4794,1000,66,35879,483451000,553495250,4319,5130,70,15
2026-08-01 09:25:35,4951,79,0,3669,-627,-452,4108,75,-4619,719,79,35877,486494572,553939444,3650,0,0,0
2026-08-01 09:30:34,5098,78,0,3659,-730,-703,4086,74,-4580,614,77,35879,487064139,553939444,3629,0,0,0
2026-08-01 09:35:34,5430,75,0,3769,-1327,-1283,4034,72,-4493,666,74,35876,488317969,553939444,3719,0,0,0
2026-08-01 09:40:34,5641,74,0,3619,-26,-15,4084,71,-4438,740,79,35876,489128886,553939444,3629,0,0,0
2026-08-01 09:50:34,5842,73,0,3209,-231,-172,4061,70,-4385,569,92,35878,489895454,553939444,3209,0,0,0
2026-08-01 09:55:34,5935,72,0,3159,-322,-145,4051,69,-4361,574,95,35876,490249402,553939444,3150,0,0,0
2026-08-01 10:15:42,6135,71,0,3050,-14,-16,4053,68,-4308,594,99,35878,491013351,553939444,3059,0,0,0
2026-08-01 10:25:34,6306,70,0,3350,-82,-183,4023,66,-4264,595,94,35877,491660841,553939444,3339,0,0,0
2026-08-01 10:30:35,6538,68,0,3389,-415,-399,3984,65,-4203,872,99,35877,492521393,553939444,3379,0,0,0
2026-08-01 10:35:34,6696,67,0,3359,-594,-640,3955,63,-4162,776,105,35876,493112268,553939444,3369,0,0,0
2026-08-01 10:40:34,6805,66,0,3309,-371,-347,3967,63,-4133,863,108,35878,493522144,553939444,3309,0,0,0
2026-08-01 10:50:35,7025,65,0,3029,-327,-253,3949,62,-4075,868,117,35877,494341168,553939444,3029,0,0,0
2026-08-01 10:55:34,7122,64,0,2959,-433,-584,3923,61,-4050,804,115,35879,494699150,553939444,2950,0,0,0
2026-08-01 11:00:34,7226,63,0,2859,-362,-256,3931,60,-4023,752,112,35878,495085135,553939444,2850,0,0,0
2026-08-01 11:05:34,7435,62,0,3009,-91,-51,3931,59,-3968,900,92,35877,495844476,553939444,3029,0,0,0
2026-08-01 11:10:34,7589,61,0,3029,-308,-427,3903,58,-3928,903,85,35877,496404730,553939444,3019,0,0,0
2026-08-01 11:15:34,7696,59,0,3119,-989,-691,3869,57,-3900,776,82,35877,496798817,553939444,3039,0,0,0
2026-08-01 11:20:35,7899,58,0,3100,-328,-380,3888,56,-3847,903,79,35876,497541069,553939444,3100,0,0,0
2026-08-01 11:25:34,7990,57,0,3179,-886,-843,3848,55,-3798,1047,78,35876,498215579,553939444,3159,0,0,0
2026-08-01 11:30:34,8231,55,0,3169,-295,-688,3859,54,-3747,1105,77,35877,498922863,553939444,3179,0,0,0
2026-08-01 11:35:34,8437,54,0,3119,-766,-1498,3807,52,-3714,902,79,35876,499386140,553939444,3100,0,0,0
2026-08-01 11:40:34,8476,52,0,3079,-54,-27,3882,52,-3674,1067,79,35878,499937739,553939444,3089,0,0,0
2026-08-01 11:50:34,8978,50,0,3079,-830,-914,3806,48,-3601,863,80,35879,500951108,553939444,3069,0,0,0
2026-08-01 11:55:34,9125,49,0,3129,-684,-421,3820,47,-3547,982,80,35879,501679307,553939444,3119,0,0,0
2026-08-01 12:00:34,9230,48,0,3139,-294,-213,3835,47,-3498,1053,80,35878,502360922,553939444,3150,0,0,0
2026-08-01 12:05:34,9364,47,0,3069,-127,-260,3837,46,-3476,834,82,35879,502657570,553939444,3079,0,0,0
2026-08-01 12:15:34,9404,45,0,3159,-30,-24,3845,46,-3433,977,79,35877,503241570,553939444,3159,0,0,0
2026-08-01 13:05:34,9765,44,0,2929,-28,-17,3841,44,-3344,622,89,35876,504475799,553939444,2929,0,0,0
2026-08-01 13:10:34,9871,41,0,3079,-153,-127,3825,43,-3312,820,85,35878,504919451,553939444,3079,0,0,0
2026-08-01 14:05:35,10358,39,0,2900,-401,-464,3781,39,-3209,919,99,35876,506322886,553939444,2869,0,0,0
2026-08-01 14:10:34,10442,37,0,3379,-336,-324,3754,38,-3106,1295,86,35878,507688797,553939444,3359,0,0,0
2026-08-01 14:15:34,10875,36,0,3479,-455,-460,3753,35,-3041,1122,89,35876,508563690,553939444,3469,0,0,0
2026-08-01 14:20:35,11136,34,0,3509,-223,-174,3760,33,-2986,967,92,35878,509303340,553939444,3500,0,0,0
2026-08-01 14:25:34,11276,32,0,3639,-366,-343,3741,32,-2912,1246,90,35878,510289640,553939444,3600,0,0,0
2026-08-01 14:30:34,11702,30,0,3509,-259,-242,3747,30,-2865,994,88,35879,510916652,553939444,3509,0,0,0
2026-08-01 14:35:35,11850,29,0,3529,-1138,-1282,3676,28,-2805,997,85,35877,511711362,553939444,3519,0,0,0
2026-08-01 14:40:35,11981,27,0,3639,-185,-168,3729,28,-2721,1140,80,35876,512828163,553939444,3650,0,0,0
2026-08-01 14:50:34,12517,25,0,3179,-394,-424,3715,25,-2638,857,95,35877,513925077,553939444,3219,0,0,0
2026-08-01 14:55:34,12768,23,0,2779,-204,-182,3721,23,-2605,932,112,35879,514371554,553939444,2789,0,0,0
2026-08-01 15:05:35,13006,21,0,2689,-451,-432,3700,22,-2565,789,118,35879,514906360,553939444,2689,0,0,0
2026-08-01 15:10:34,12992,20,0,2929,-256,-284,3710,21,-2528,999,106,35877,515399774,553939444,2929,0,0,0
2026-08-01 15:20:34,12931,19,0,2889,-105,-142,3717,22,-2466,904,107,35879,516210992,553939444,2900,0,0,0
2026-08-01 15:35:34,13476,18,0,2569,-30,-18,3730,19,-2440,680,130,35876,516566384,553939444,2569,0,0,0
2026-08-01 15:45:34,13455,17,0,2800,-226,-155,3704,19,-2410,848,118,35877,516958769,553939444,2779,0,0,0
2026-08-01 15:50:35,13647,16,0,3159,-1009,-425,3650,16,-2359,1049,107,35877,517616704,553939444,3059,0,0,0
2026-08-01 15:55:35,13807,15,0,3219,-1149,-377,3639,15,-2313,1036,104,35879,518217935,553939444,3189,0,0,0
2026-08-01 16:00:34,13966,13,0,3469,-1239,-1458,3581,14,-2236,1090,94,35878,519218426,553939444,3459,0,0,0
2026-08-01 16:10:35,14541,11,0,3100,-243,-235,3655,11,-2161,857,112,35876,520187280,553939444,3109,0,0,0
2026-08-01 16:15:35,14950,8,0,2929,-228,-239,3659,8,-2146,699,137,35878,520391230,553939444,2929,0,0,0
2026-08-01 16:20:35,15243,6,0,2809,-35,-26,3679,6,-2142,580,164,35876,520449791,553939444,2809,0,0,0
2026-08-01 18:20:34,14953,5,0,2909,-1800,-1747,3418,6,-1978,1037,147,35879,522560353,553939444,2829,0,0,0
2026-08-01 18:30:34,15461,4,0,2900,-35,-30,3649,4,-1902,844,168,35876,523504073,553939444,2900,0,0,0
2026-08-01 18:35:40,15526,3,0,3039,-23,-40,3625,4,-1858,921,165,35876,524061111,553939444,3050,0,0,0
2026-08-01 18:40:34,15485,5,1,3979,3870,3759,3891,5,-1861,1000,116,35877,525168000,555218005,3359,8570,2182,20
2026-08-01 18:45:34,14223,13,1,4419,3897,3932,3954,14,-2191,1000,68,35878,526322642,561058978,3700,8601,2178,20
2026-08-01 18:50:35,13252,20,1,3909,909,912,3840,20,-2445,1000,70,35878,527542648,565913088,3850,8987,557,20
2026-08-01 18:55:34,12215,27,1,4529,3829,3655,4001,27,-2717,1000,63,35878,528547912,570794080,3879,8614,2177,20
2026-08-01 19:00:35,11095,34,1,4679,2848,2922,4002,34,-3010,1000,68,35878,529866089,576345190,4039,8614,2179,20
2026-08-01 19:05:34,9891,42,1,4659,3662,3732,4071,42,-3325,1000,54,35878,530918288,582009543,3979,8621,2179,20
2026-08-01 19:10:35,8697,50,1,4669,3678,3688,4117,50,-3638,1000,49,35878,531933768,587635563,4029,8662,2055,20
2026-08-01 19:15:34,7663,57,1,4600,3605,3633,4160,57,-3909,1000,54,35878,533369265,593093312,4050,8631,2155,20
2026-08-01 19:20:34,7361,60,0,3619,-334,-444,3975,59,-3988,1000,80,35877,534176185,595122132,3650,0,0,0
2026-08-01 19:35:34,7768,59,0,3389,-555,-543,3927,56,-3881,142,72,35879,535690418,595122132,3389,0,0,0
2026-08-01 19:40:34,7919,58,0,3409,-560,-1559,3857,55,-3842,370,71,35877,536244658,595122132,3409,0,0,0
2026-08-01 19:50:35,8089,56,0,3200,-2795,-2063,3777,54,-3797,637,78,35878,536857846,595122132,3169,0,0,0
2026-08-01 19:55:34,8333,55,0,3400,-612,-485,3865,52,-3733,712,72,35879,537748996,595122132,3369,0,0,0
2026-08-01 20:00:35,8478,54,0,3389,-460,-352,3873,52,-3695,587,71,35876,538279099,595122132,3389,0,0,0
2026-08-01 20:05:34,8602,53,0,3369,-128,-113,3879,51,-3663,608,71,35878,538729426,595122132,3369,0,0,0
2026-08-01 20:10:34,8805,51,0,3569,-313,-221,3849,49,-3610,870,68,35876,539459107,595122132,3459,0,0,0
2026-08-01 20:15:34,9045,49,0,3650,-807,-375,3837,47,-3547,824,66,35876,540316367,595122132,3600,0,0,0
2026-08-01 20:20:34,9121,48,0,3559,-468,-486,3830,47,-3496,859,68,35877,541012129,595122132,3569,0,0,0
2026-08-01 20:35:35,9348,45,0,2979,-248,-142,3835,46,-3422,940,85,35878,542024303,595122132,2979,0,0,0
2026-08-01 20:45:34,9893,43,0,3100,-1940,-3023,3649,42,-3305,958,85,35877,543611782,595122132,3079,0,0,0
2026-08-01 20:50:34,10034,42,0,3309,-1461,-2251,3693,41,-3236,1157,81,35878,544546118,595122132,3289,0,0,0
2026-08-01 20:55:35,10320,40,0,3559,-366,-447,3779,39,-3173,977,78,35876,545398740,595122132,3519,0,0,0
2026-08-01 21:00:34,10441,39,0,3729,-1199,-2226,3701,38,-3100,975,76,35878,546375068,595122132,3729,0,0,0
2026-08-01 21:05:34,10675,36,0,3800,-1602,-1924,3703,37,-3020,1045,77,35878,547448908,595122132,3829,0,0,0
2026-08-01 21:10:35,10917,35,0,3900,-796,-606,3745,34,-2938,1164,78,35876,548555077,595122132,3879,0,0,0
2026-08-01 21:15:34,11321,33,0,3879,-979,-372,3748,32,-2866,1052,83,35876,549513182,595122132,3859,0,0,0
2026-08-01 21:20:34,11375,32,0,3879,-535,-361,3740,32,-2791,1193,82,35878,550513372,595122132,3879,0,0,0
2026-08-01 21:25:34,11862,28,0,3959,-1311,-1142,3685,28,-2700,1249,72,35877,551719610,595122132,3929,0,0,0
2026-08-01 21:30:35,12166,27,0,3969,-1947,-1986,3632,26,-2598,988,72,35878,553058611,595122132,3929,0,0,0
2026-08-01 21:35:35,12605,23,0,3989,-1888,-1591,3633,23,-2504,1170,70,35879,554296099,595122132,3929,0,0,0
2026-08-01 21:40:35,13052,20,0,3969,-1032,-817,3657,20,-2411,1130,68,35878,555517378,595122132,3929,0,0,0
2026-08-01 21:45:34,13431,18,0,3579,-233,-305,3695,19,-2369,1041,82,35878,556079024,595122132,3600,0,0,0
2026-08-01 21:50:34,13651,16,0,3450,-856,-833,3655,17,-2335,898,89,35879,556532378,595122132,3450,0,0,0
2026-08-01 22:00:34,13878,15,0,3279,-247,-215,3681,15,-2277,878,101,35876,557296473,595122132,3269,0,0,0
2026-08-01 22:05:35,14096,14,0,3129,-158,-135,3685,14,-2254,905,111,35879,557595895,595122132,3139,0,0,0
2026-08-01 22:15:34,14311,12,0,3050,-165,-156,3666,13,-2195,901,114,35878,558377902,595122132,3050,0,0,0
2026-08-01 22:20:34,14606,10,0,3139,-557,-538,3624,10,-2156,932,111,35876,558877389,595122132,3129,0,0,0
2026-08-01 22:25:34,14815,9,0,3119,-172,-164,3658,9,-2126,894,118,35876,559271451,595122132,3119,0,0,0
2026-08-01 22:30:35,15099,7,0,3039,-192,-161,3657,7,-2105,773,135,35877,559554036,595122132,3039,0,0,0
2026-08-01 22:40:35,15217,6,0,2969,-131,-112,3652,6,-2053,780,149,35877,560231782,595122132,2969,0,0,0
2026-08-01 22:50:34,15261,5,0,2939,-232,-343,3618,6,-1998,881,155,35878,560958689,595122132,2919,0,0,0
2026-08-01 23:15:34,15501,4,0,2779,-229,-244,3595,4,-1875,889,186,35878,562558372,595122132,2779,0,0,0
2026-08-01 23:25:35,15653,3,0,2809,-402,-415,3520,3,-1823,839,222,35876,563217229,595122132,2809,0,0,0
2026-08-01 23:35:34,15777,2,0,2669,-72,-51,3542,2,-1784,677,291,35877,563716150,595122132,2669,0,0,0
2026-08-02 00:20:34,15922,1,0,2759,-32,-10,3500,1,-1742,382,380,36901,564251766,595122132,2759,0,0,0
2026-08-02 01:20:34,14742,10,1,4179,3890,3889,3963,10,-2051,1000,75,36903,565987993,601324293,3419,8598,2181,20
2026-08-02 01:25:34,13916,15,0,3559,-159,-164,3749,15,-2268,1000,89,36901,566693550,605149490,3579,0,0,0
2026-08-02 01:35:34,14112,14,0,3419,-346,-440,3687,14,-2216,287,97,36901,567377379,605149490,3419,0,0,0
2026-08-02 01:40:34,14213,13,0,3369,-303,-250,3684,13,-2190,441,97,36901,567730929,605149490,3369,0,0,0
2026-08-02 01:45:34,14317,12,0,3350,-344,-391,3670,13,-2163,629,97,36903,568089274,605149490,3359,0,0,0
2026-08-02 01:55:34,14470,11,0,3329,-18,-9,3686,12,-2123,615,98,36903,568621055,605149490,3329,0,0,0
2026-08-02 02:25:47,14604,10,0,3400,-137,-200,3675,11,-2088,635,96,36903,569082904,605149490,3400,0,0,0
2026-08-02 03:00:35,14771,9,0,3650,-107,-89,3677,9,-2044,638,84,36901,569661079,605149490,3650,0,0,0
2026-08-02 03:35:37,14914,8,0,3709,-19,-9,3679,8,-2006,620,83,36901,570157990,605149490,3709,0,0,0
2026-08-02 04:10:40,15055,7,0,3689,-121,-158,3671,7,-1969,558,90,36902,570645878,605149490,3689,0,0,0
2026-08-02 04:45:34,15219,6,0,3759,-15,-10,3672,6,-1926,530,96,36902,571214673,605149490,3759,0,0,0
2026-08-02 05:15:34,15412,5,0,3639,-732,-1108,3598,4,-1876,516,111,36900,571873672,605149490,3650,0,0,0
2026-08-02 05:20:34,14301,13,1,4500,4199,4211,3964,13,-2167,1000,66,36903,572613311,609990352,3700,8584,2180,20
2026-08-02 05:25:35,13025,21,1,4500,3949,4003,4007,22,-2501,1000,61,36903,573280680,615477422,3769,8604,2178,20
2026-08-02 05:30:35,11842,29,1,4639,3933,3904,4022,29,-2810,1000,61,36903,574514805,621183156,4009,8616,2179,20
2026-08-02 05:35:34,10772,36,1,4679,4127,4116,4053,36,-3091,1000,64,36903,575684490,626402254,4059,8617,2177,20
2026-08-02 05:40:34,9668,44,1,4719,3930,3941,4082,44,-3379,1000,53,36903,576797332,631730748,4059,8625,2149,20
2026-08-02 05:45:34,8553,51,1,4719,3367,3373,4105,51,-3671,1000,48,36903,577625878,636871817,4139,8686,1963,20
2026-08-02 05:50:34,8106,54,0,3789,-365,-434,3938,54,-3788,1000,62,36901,578219592,639236636,3829,0,0,0
2026-08-02 06:15:35,8629,53,0,3179,-842,-791,3842,50,-3652,586,77,36903,580127491,639236636,3129,0,0,0
2026-08-02 06:20:34,8904,50,0,3289,-241,-275,3854,49,-3580,967,74,36903,581123482,639236636,3279,0,0,0
2026-08-02 06:30:34,9422,46,0,3779,-713,-579,3805,44,-3444,945,65,36900,582969112,639236636,3709,0,0,0
2026-08-02 06:35:35,9737,45,0,3759,-697,-411,3815,43,-3361,922,66,36903,584093502,639236636,3759,0,0,0
2026-08-02 06:40:34,9850,44,0,3400,-428,-359,3815,42,-3323,834,75,36900,584618751,639236636,3409,0,0,0
2026-08-02 06:45:34,10020,43,0,3269,-736,-746,3785,41,-3281,861,81,36907,585200077,639236636,3269,0,0,0
2026-08-02 06:50:34,10148,42,0,3259,-467,-642,3788,40,-3242,847,84,36905,585734928,639236636,3259,0,0,0
2026-08-02 06:55:34,10305,41,0,3039,-334,-515,3786,39,-3204,858,90,36897,586244965,639236636,3039,0,0,0
2026-08-02 07:00:34,10507,39,0,3269,-761,-763,3761,38,-3157,840,88,36903,586881446,639236636,3239,0,0,0
2026-08-02 07:05:34,10544,38,0,3329,-274,-317,3793,38,-3114,830,86,36900,587468646,639236636,3329,0,0,0
2026-08-02 07:15:35,10855,37,0,3269,-422,-336,3780,35,-3060,844,92,36901,588195912,639236636,3269,0,0,0
2026-08-02 07:20:34,11019,36,0,3219,-624,-644,3758,35,-3019,827,96,36902,588751781,639236636,3219,0,0,0
2026-08-02 07:25:35,11179,35,0,3300,-528,-466,3762,33,-2978,778,96,36905,589308384,639236636,3300,0,0,0
2026-08-02 07:30:35,11287,34,0,3339,-426,-424,3765,33,-2941,858,96,36906,589815527,639236636,3329,0,0,0
2026-08-02 07:35:34,11424,33,0,3419,-352,-388,3764,32,-2909,755,93,36911,590242225,639236636,3419,0,0,0
2026-08-02 07:40:35,11556,32,0,3509,-343,-271,3764,31,-2871,780,88,36909,590752537,639236636,3500,0,0,0
2026-08-02 07:45:35,11675,31,0,3509,-193,-198,3766,30,-2839,761,85,36896,591189343,639236636,3509,0,0,0
