Capture Timestamp,T,P : Percent Cmd_DoPreempt,WO: Ops p 0/1/2/3,WL: SumLatency p 0/1/2/3,WM: MaxLatency p 0/1/2/3,RO: Ops p 0/1/2/3,RL: SumLatency p 0/1/2/3,RM: MaxLatency p 0/1/2/3,E: Band Erases,F: Host Flushes,HR: Host Reads,HW: Host Writes,NR: Nand Reads,NW: Nand Writes,NUR: Nand Util Reads,NUW: Nand Util Writes,CW: Clog Writes,IW: Ind Writes,GC: GC Writes,PR: Prefetch Reads,PH: Prefetch Hits,PN: Prefetch fetch next ranges,AW: Writes that were handled by autowrite HW,WCD: Write cache dirty percentage,WCFB: Write cache free buffers percentage,GLT: GC L-only us,W : Wear Level Bands,BI: BLKS(SLC),BU: BLKS(MLC/TLC),BL: BLKS LVL,TH: Time in Hysteresis (ms),S : Free Segs,QOS,V : IndMem Free,ML: IndMem Lvl (C)hoke (E)extreme (A)low (0)good,X : Expedite Ok/Fail,U : Host unmaps,C : Host tags(Min/Max),UT: Update Time(us),NU: Updates,ST: Search Time(us),GMT: GC Move Time(us),NS: Searches,MB: Cache/Ind MBUs,IMM: Time Spent in Immediate Cmd (us),EX: Extra senses in MSP may slow read perf,Ti: IndMem #free tilesDT: delta for +freeTile/-fre,DT,DL,DM,DU,PUM,MTH,GCS,WA,GCD,GM,UE,GB,RH,RI,RR,GCN,OBC,SAJ,MAJ,LAJ,STI,MTI,LTI,TAJ,TBJ,GBJ,GUI,GTD,DTB,ABM,FRQ,CPU,CYC,INST,L2M,L2A,SMF,SMC,SMD,BO,OS,OV,CBDR_PA,CBDR_RD,REWS,RFRS,ADFH,ADHF,VBWR,VBRR,CFDWC,CFDRC,DLWD,DLRD,UWDF,URDF,DPQBI,DPQBO,
,187100,0,0/0/0/0,0/0/0/0,0/0/0/0,4/2/23/0,5336/322/7029/0,1735/169/1385/0,0,0,631,208,631,288,0,0,0,0,0,0,0,0,100,0,50,0,0,575,3425,0/0,0,8086,0,29447824,0,0/0,877,0/5,745,121,127,0,31,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,599,5,34262,23350,60,292,1,0,0/0,0,0,0,0,0,0,72,548,56,1,208,31,255,646,290,848,613,0,0,
,187200,0,0/0/0/0,0/0/0/0,0/0/0/0,4/11/17/0,3919/1265/2520/0,1353/164/196/0,0,0,635,1061,635,960,0,0,0,0,0,0,0,0,100,0,49,0,0,575,3425,0/0,0,8108,0,29447800,0,0/0,0,0/5,401,43,82,0,35,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,599,4,28184,19867,31,262,1,0,0/0,0,0,0,0,0,217,241,549,1061,0,1069,36,133,654,967,2042,2397,0,0,
,187299,0,0/0/0/0,0/0/0/0,0/0/0/0,4/50/20/0,3247/5546/2842/0,1158/161/188/0,0,0,675,103,675,0,0,0,0,0,0,0,0,0,100,1,48,0,0,575,3425,0/0,0,8081,0,29447800,0,0/0,0,0/5,0,0,143,0,76,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,599,3,22643,15760,10,293,1,0,0/0,0,0,0,0,0,0,0,566,103,0,103,14,43,692,0,789,109,0,0,
,187399,0,0/0/0/0,0/0/0/0,0/0/0/0,5/13/62/0,4285/1729/8883/0,1239/242/310/0,0,0,847,1221,847,1352,0,0,8,3,0,0,0,0,100,0,49,0,0,575,3425,0/0,0,8121,0,29447768,0,0/0,0,0/5,1109,212,207,0,83,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,599,9,58481,43870,61,546,1,0,0/0,0,0,0,0,0,290,290,551,1072,1,1230,72,269,882,1362,2535,3031,0,0,
,187498,0,0/0/0/0,0/0/0/0,0/0/0/0,5/5/10/0,4098/545/1937/0,1393/160/300/0,0,0,587,167,587,288,0,0,0,0,0,0,0,0,100,0,50,0,0,575,3425,0/0,0,8116,0,29447752,0,0/0,9,0/4,611,112,77,0,21,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,599,5,32603,22699,44,238,1,0,0/0,0,0,0,0,0,72,72,516,54,1,172,41,186,598,290,872,577,0,0,
,187597,0,0/0/0/0,0/0/0/0,0/0/0/0,6/3/40/0,3675/332/33067/0,1152/169/5389/0,0,0,759,1424,759,1152,0,0,0,0,0,0,0,0,100,1,48,0,0,575,3425,0/0,0,7926,0,29447744,0,0/0,0,0/5,638,101,165,0,51,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,599,10,60345,43218,78,605,1,0,0/0,0,0,0,0,0,623,677,533,1110,148,1721,83,323,783,1161,3283,3606,0,0,
,187697,0,0/0/0/0,0/0/0/0,0/0/0/0,4/14/48/0,3568/3692/23116/0,1267/1446/3531/0,0,0,1205,218,1205,584,0,0,8,3,0,0,0,0,100,0,51,0,0,575,3425,0/0,0,8124,0,29447696,0,0/0,25,0/5,1243,358,199,0,71,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,599,11,66821,51198,89,534,1,0,0/0,0,0,0,0,0,193,236,540,50,49,316,99,378,1239,588,1782,1177,0,0,
,187796,0,0/0/0/0,0/0/0/0,0/0/0/0,5/0/45/0,3828/0/27183/0,1243/0/5297/0,0,0,873,1349,873,1152,0,0,0,0,0,0,0,0,100,1,49,0,0,575,3425,0/0,0,7958,0,29447696,0,0/0,0,0/5,527,117,121,0,53,20/13,0,4,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,599,8,48586,36657,48,418,1,0,0/0,0,0,0,0,0,241,0,548,1093,2,1359,55,214,902,1161,2613,2522,0,0,
,187896,0,0/0/0/0,0/0/0/0,0/0/0/0,4/13/50/0,3601/59739/16913/0,1257/5854/6161/0,0,0,903,1150,903,1352,0,0,8,3,0,0,0,0,100,0,50,0,0,575,3425,0/0,0,8121,0,29447624,0,0/0,7,0/9,1050,290,213,0,71,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,599,10,61730,46232,73,567,1,0,0/0,0,0,0,0,0,290,241,588,1026,1,1159,85,315,933,1362,2515,2888,0,0,
,187995,0,0/0/0/0,0/0/0/0,0/0/0/0,4/10/15/0,3665/4866/5080/0,1272/3146/3132/0,0,0,603,1273,603,1056,0,0,0,0,0,0,0,0,100,1,48,0,0,575,3425,0/0,0,7949,0,29447640,0,0/0,7,0/9,167,12,98,0,31,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,599,5,35456,23863,39,339,1,0,0/0,0,0,0,0,0,217,217,540,1101,1,1282,39,173,622,1064,2224,2671,0,0,
,188095,0,0/0/0/0,0/0/0/0,0/0/0/0,9/11/59/0,4413/1489/8378/0,1242/170/403/0,0,0,887,25,887,384,0,0,0,0,0,0,0,0,100,0,50,0,0,575,3425,0/0,0,8112,0,29447648,0,0/0,7,0/9,795,173,203,0,84,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,599,6,40523,30258,42,409,1,0,0/0,0,0,0,0,0,96,96,772,25,0,25,48,182,912,387,1072,566,0,0,
,188195,0,0/0/0/0,0/0/0/0,0/0/0/0,17/7/39/0,5331/773/5908/0,1184/170/281/0,0,0,788,1037,788,960,0,0,0,0,0,0,0,0,100,0,47,0,0,575,3425,0/0,0,8105,0,29447632,0,0/0,0,0/9,148,13,137,0,71,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,599,4,26800,17973,25,334,1,0,0/0,0,0,0,0,0,133,133,566,1037,0,1045,28,104,810,507,2046,1752,0,0,
,188294,0,0/0/0/0,0/0/0/0,0/0/0/0,27/18/24/0,11360/28016/33063/0,3770/5796/5716/0,0,0,881,135,881,288,0,0,0,0,0,0,0,0,100,0,50,0,0,575,3425,0/0,0,8124,0,29447632,0,0/0,9,0/9,548,113,180,0,65,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,627,7,49453,32390,64,521,1,0,0/0,0,0,0,0,0,407,423,615,41,98,329,69,279,905,749,1738,1529,0,0,
,188393,0,0/0/0/0,0/0/0/0,0/0/0/0,20/0/8/0,6773/0/1324/0,1252/0/227/0,0,0,629,253,629,0,0,0,0,0,0,0,0,0,100,1,48,0,0,575,3425,0/0,0,8118,0,29447632,0,0/0,0,0/9,0,0,45,0,31,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,761,2,16071,11248,10,136,1,0,0/0,0,0,0,0,0,0,0,512,253,0,254,11,36,640,0,890,258,0,0,
,188493,0,0/0/0/0,0/0/0/0,0/0/0/0,7/7/2/0,5748/1119/281/0,1396/182/162/0,0,0,566,1344,566,1344,0,0,0,0,0,0,0,0,100,1,48,0,0,575,3425,0/0,0,8115,0,29447632,0,0/0,0,0/4,177,13,63,0,20,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,612,5,34706,21056,46,429,1,0,0/0,0,0,0,0,0,435,467,512,1344,97,1548,53,196,584,1354,2680,3405,0,0,
,188592,0,0/0/0/0,0/0/0/0,0/0/0/0,25/11/34/0,7036/2016/8135/0,1191/639/842/0,0,0,964,123,964,96,0,0,0,0,0,0,0,0,100,1,48,0,0,575,3425,0/0,0,8024,0,29447600,0,0/0,0,0/6,74,4,182,0,72,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,599,4,26778,17834,30,311,1,0,0/0,0,0,0,0,0,24,0,533,40,0,123,26,119,985,96,1136,229,0,0,
,188691,0,0/0/0/0,0/0/0/0,0/0/0/0,5/18/40/0,6911/2499/9566/0,2897/307/1288/0,0,0,498,1145,498,1448,0,0,8,3,0,0,0,0,100,0,50,0,0,575,3425,0/0,0,8124,0,29447488,0,0/0,160,0/6,1189,206,205,0,65,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,599,9,54684,38457,69,575,1,0,0/0,0,0,0,0,0,314,96,219,1058,0,1154,70,290,524,1459,2141,2758,0,0,
,188790,0,0/0/0/0,0/0/0/0,0/0/0/0,45/4/6/0,7857/624/966/0,470/194/224/0,0,0,744,9,744,0,0,0,0,0,0,0,0,0,100,0,50,0,0,575,3425,0/0,0,8118,0,29447488,0,0/0,0,0/6,0,0,120,0,56,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,599,3,18961,13092,9,271,1,0,0/0,0,0,0,0,0,0,0,581,9,0,9,12,35,761,0,763,15,0,0,
,188889,0,0/0/0/0,0/0/0/0,0/0/0/0,18/10/3/0,8338/1834/516/0,1207/437/181/0,0,0,1321,2,1321,0,0,0,0,0,0,0,0,0,100,0,50,0,0,575,3425,0/0,0,8116,0,29447488,0,0/0,0,0/6,0,0,98,0,36,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,600,2,16858,12571,4,167,1,0,0/0,0,0,0,0,0,0,0,1304,2,0,2,12,24,1345,0,1336,13,0,0,
,188989,0,0/0/0/0,0/0/0/0,0/0/0/0,313/4/14/9,38039/541/2251/1002,657/190/253/136,0,0,2290,8,2290,0,0,0,0,0,0,0,0,0,100,0,50,0,0,575,3425,0/0,0,8108,0,29447488,0,0/0,0,0/6,0,0,998,0,352,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,599,11,68946,51313,17,1081,1,0,0/0,0,0,0,0,0,0,0,2075,8,0,8,41,94,2342,0,2328,30,0,0,
,189089,0,0/0/0/0,0/0/0/0,0/0/0/0,763/10/46/0,92506/1087/8218/0,1142/141/534/0,0,0,5196,8,5196,0,0,0,0,0,0,0,0,0,100,0,50,0,0,575,3425,0/0,0,8104,0,29447488,0,0/0,0,0/7,0,0,2491,0,832,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,601,25,154071,117203,31,2407,1,0,0/0,0,0,0,0,0,0,0,4925,8,0,8,91,184,5303,0,5259,59,0,0,
,189189,0,0/0/0/0,0/0/0/0,0/0/0/0,764/5/31/0,90744/2693/6529/0,1575/1584/1434/0,0,0,3484,480,3484,288,0,0,0,0,0,0,0,0,100,1,48,0,0,575,3425,0/0,0,7983,0,29447360,0,0/0,0,0/7,1236,49,2607,0,812,20/13,0,7,29,4/4,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,599,28,172130,129882,71,2721,1,0,0/0,0,0,0,0,0,72,72,3428,379,1,483,127,353,3572,290,4127,917,0,0,
,189289,0,0/0/0/0,0/0/0/0,0/0/0/0,545/1/16/0,102798/114/10355/0,3579/114/3150/0,0,0,2307,1539,2307,1744,0,0,16,6,0,0,0,0,100,0,50,0,0,575,3425,0/0,0,7973,0,29447256,0,0/0,47,0/7,5547,1015,2039,0,568,20/13,0,9,29,1/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,599,44,265189,212889,247,3080,1,0,0/0,0,0,0,0,0,338,338,2259,612,8,1551,282,1080,2405,1556,4430,3644,0,0,
,189389,0,0/0/0/0,0/0/0/0,0/0/0/0,99/2/15/0,23634/274/4868/0,1622/154/1111/0,0,0,340,157,340,192,0,0,0,0,0,0,0,0,100,0,51,0,0,575,3425,0/0,0,8114,0,29447232,0,0/0,18,0/7,1488,266,409,0,115,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,600,10,64366,47331,69,936,1,0,0/0,0,0,0,0,0,96,96,212,90,1,158,72,289,359,395,656,705,0,0,
,189488,0,0/0/0/0,0/0/0/0,0/0/0/0,75/1/11/0,11073/129/1773/0,268/129/249/0,0,0,398,47,398,96,0,0,0,0,0,0,0,0,100,0,51,0,0,575,3425,0/0,0,8103,0,29447232,0,0/0,36,0/4,364,25,293,0,88,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,599,5,34683,22919,30,608,1,0,0/0,0,0,0,0,0,24,24,341,47,0,47,30,128,415,96,494,184,0,0,
,189588,0,0/0/0/0,0/0/0/0,0/0/0/0,13/0/7/0,4343/0/3464/0,1490/0/2262/0,0,0,384,462,384,1256,0,0,8,3,0,0,0,0,100,0,50,0,0,575,3425,0/0,0,8109,0,29447168,0,0/0,34,0/4,2065,332,78,0,20,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,599,12,77704,59358,111,578,1,0,0/0,0,0,0,0,0,727,763,375,159,136,731,117,474,407,1265,2087,2882,0,0,
,189688,0,0/0/0/0,0/0/0/0,0/0/0/0,71/5/8/0,44457/5199/3635/0,1949/1327/784/0,0,0,5653,5541,5653,2508,0,0,0,0,0,0,0,0,100,14,32,0,0,575,3425,0/0,0,8091,0,29447120,0,0/0,0,0/5,246,31,302,0,106,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,1,760,11,88070,58049,115,988,1,0,0/0,0,0,0,0,0,540,310,5533,5332,61,5495,155,504,5763,2043,11956,7902,0,0,
,189788,0,9/0/0/0,4892/0/0/0,570/0/0/0,16/0/9/0,19116/0/16628/0,4029/0/4984/0,0,0,2752,24133,2752,12484,0,0,0,0,0,0,0,0,89,78,14,0,0,575,3425,0/0,0,7966,0,29447120,0,0/0,0,0/5,373,60,125,0,36,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,652,23,150084,105984,119,2192,0,1,1/0,0,0,0,0,0,3382,3026,2716,24280,196,25050,221,553,2865,12199,32557,41051,0,0,
,189887,0,88/216/2/0,51577/50048/207/0,916/553/126/0,0/0/18/0,0/0/14595/0,0/0/1784/0,0,0,76,22630,76,37908,0,0,8,3,0,0,0,0,0,0,96,0,0,575,3425,0/0,0,8107,0,29448952,0,0/0,24660,0/41,3246,437,156,0,18,20/13,0,0,29,1/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,599,62,374434,286746,299,5219,0,0,1/0,0,0,0,0,0,10748,10004,44,22279,5,24359,641,1392,300,38827,39057,75485,0,0,
,189987,0,2/5/0/0,1119/12786/0/0,569/2582/0/0,0/1/9/0,0/5394/19675/0,0/5394/5750/0,0,0,37,23354,37,10332,0,0,0,0,0,0,0,0,98,70,0,0,0,575,3425,0/0,0,7917,0,29448952,0,0/0,0,0/41,280,43,109,0,11,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,599,20,122775,82104,107,1793,1,1,0/0,0,0,0,0,0,2881,2832,37,23399,292,24308,183,505,94,9906,28308,37596,0,0,
,190086,0,19/0/0/0,14444/0/0/0,1743/0/0/0,20/2/26/0,7889/931/37804/0,743/515/6331/0,0,0,270,10471,270,24872,0,0,16,6,0,0,0,0,54,0,98,0,0,527,3425,0/0,0,8119,0,29449104,0,0/0,17393,0/41,1184,176,232,0,48,20/13,0,0,29,0/0,0,0/0,0/0,0/0,4/62,0/0/0,0,0/0/0/0/0/0,0,0,86,0,0,0,0,0,0,0,0,6695,6695,4000,0,2147483647,2147483647,50,0,0,0,612,43,268058,198423,204,3506,0,1,1/0,0,0,0,0,0,8080,7100,92,10529,140,12400,434,960,425,25816,23189,46512,0,0,
