#,priority,priority_name,fds,footprint,footprint_peak,dirty,PE,frozen,docked,swappable,coalition_id,pid,name,flags,total_dirty_time,process_lifetime,percent_dirty
257,0,(Idle),7,6833,63841,N,Y,-,N,-,348,214,iconservicesagent,(---),135,180,75.13
258,0,(Idle),4,3521,3905,N,Y,-,N,-,52,344,ThreeBarsXPCService,(---),36,164,21.90
259,0,(Idle),6,2705,3025,N,Y,-,N,-,12,304,SetStoreUpdateService,(---),0,169,0.05
260,0,(Idle),33,13009,15313,N,Y,-,N,-,34,47,healthd,(---),146,184,79.41
261,0,(Idle),30,8417,9665,N,Y,-,N,-,268,170,coreduetd,(---),146,182,80.55
262,0,(Idle),18,6465,6689,N,Y,-,N,-,286,180,findmydeviced,(---),125,182,69.04
263,0,(Idle),4,2289,3457,N,Y,-,N,-,56,58,keybagd,(---),141,184,76.61
264,0,(Idle),19,6097,6593,N,Y,-,N,-,646,413,promotedcontentd,(---),25,143,17.58
265,0,(Idle),12,9921,11201,N,Y,-,N,-,120,90,passd,(---),122,184,66.25
266,0,(Idle),3,2113,2145,N,Y,-,N,-,54,57,remoted,(---),3,184,1.64
267,0,(Idle),3,2449,2785,N,Y,-,N,-,625,395,diagnosticservicesd,(---),5,149,3.97
268,0,(Idle),3,1777,1889,N,Y,-,N,-,714,465,tailspind,(---),64,125,51.22
269,0,(Idle),3,1441,1569,N,Y,-,N,-,538,328,coresymbolicationd,(---),2,165,1.66
270,0,(Idle),3,2401,2865,N,Y,-,N,-,486,296,ReportCrash,(---),118,170,69.46
271,0,(Idle),3,2609,5713,N,Y,-,N,-,652,675,ReportMemoryException,(---),8,16,52.17
272,0,(Idle),19,11521,12513,N,Y,-,N,-,24,42,accountsd,(---),139,184,75.88
273,0,(Idle),7,7969,31057,N,Y,-,N,-,322,200,assistant_cdmd,(---),95,181,52.66
274,0,(Idle),6,3665,3873,N,Y,-,N,-,354,217,webbookmarksd,(---),82,180,45.82
275,0,(Idle),6,6369,6737,N,Y,-,N,-,326,203,replicatord,(---),51,181,28.27
276,0,(Idle),3,2785,6465,N,Y,-,N,-,464,282,aned,(---),155,173,89.93
277,0,(Idle),3,8913,55505,N,Y,-,N,-,270,357,localspeechrecognition,(---),155,160,96.88
278,0,(Idle),6,2689,2785,N,Y,-,N,-,389,676,SetStoreUpdateService,(---),0,12,1.91
279,0,(Idle),3,3857,3985,N,Y,-,N,-,387,239,sociallayerd,(---),0,177,0.02
280,0,(Idle),29,7153,8561,N,Y,-,N,-,194,128,spotlightknowledged.updater,(---),108,183,59.27
281,10,(Deferred),3,4337,19761,N,Y,-,N,-,362,222,osanalyticshelper,(---),126,180,70.19
282,10,(Deferred),3,25521,31745,N,Y,-,N,-,86,145,MTLCompilerService,(---),12,183,6.72
283,10,(Deferred),4,2449,2561,N,Y,-,N,-,162,111,usermanagerd,(---),11,184,6.06
284,10,(Deferred),6,2817,3105,N,Y,-,N,-,429,486,SetStoreUpdateService,(---),6,107,6.11
285,10,(Deferred),24,5617,6001,N,Y,-,N,-,674,431,cloudphotod,(---),97,138,70.17
286,10,(Deferred),3,2369,2513,N,Y,-,N,-,210,137,PerfPowerTelemetryClientRegistrationService,(---),73,183,40.06
287,10,(Deferred),3,2737,2977,N,Y,-,N,-,190,126,powerexperienced,(---),59,183,32.30
288,10,(Deferred),4,8033,8145,N,Y,-,N,-,688,446,CarPlay,(---),0,132,0.15
289,10,(Deferred),3,2881,2961,N,Y,-,N,-,563,350,pasted,(---),1,161,1.04
290,10,(Deferred),3,3969,4097,N,Y,-,N,-,116,88,sleepd,(---),15,184,8.15
291,10,(Deferred),7,12113,13745,N,Y,-,N,-,228,147,callservicesd,(---),106,183,58.02
292,10,(Deferred),14,6257,6753,N,Y,-,N,-,274,174,watchlistd,(---),86,182,47.24
293,10,(Deferred),12,4113,4481,N,Y,-,N,-,582,368,bookassetd,(---),55,155,35.45
294,10,(Deferred),11,9841,10657,N,Y,-,N,-,580,366,fitcored,(---),46,155,29.78
295,10,(Deferred),20,9073,9841,N,Y,-,N,-,282,178,itunescloudd,(---),79,182,43.64
296,10,(Deferred),6,7233,10849,N,Y,-,N,-,46,53,atc,(---),144,184,78.18
297,10,(Deferred),22,9521,10513,N,Y,-,N,-,290,182,appstored,(---),160,182,88.09
298,10,(Deferred),56,14241,15121,N,Y,-,N,-,20,40,routined,(---),150,184,81.56
299,10,(Deferred),3,3201,3297,N,Y,-,N,-,518,316,AssetCacheLocatorService,(---),0,167,0.55
300,10,(Deferred),28,7649,8129,N,Y,-,N,-,522,318,itunesstored,(---),135,167,81.21
301,10,(Deferred),3,4017,4081,N,Y,-,N,-,366,225,replayd,(---),74,180,41.22
302,10,(Deferred),3,3505,3729,N,Y,-,N,-,534,325,gamepolicyd,(---),110,166,66.46
303,10,(Deferred),6,3665,3985,N,Y,-,N,-,40,50,tccd,(---),85,184,46.38
304,10,(Deferred),17,6945,7761,N,Y,-,N,-,50,55,biomed,(---),179,184,97.32
305,10,(Deferred),6,4305,4657,N,Y,-,N,-,405,251,triald,(---),165,175,94.07
306,15,(Unknown),3,17681,24513,N,Y,-,N,-,82,295,MTLCompilerService,(---),70,170,41.54
307,15,(Unknown),5,3985,4065,N,Y,-,N,-,254,161,carkitd,(---),15,182,8.49
308,15,(Unknown),14,9761,10081,N,Y,-,N,-,332,206,generativeexperiencesd,(---),144,181,79.80
309,15,(Unknown),3,2865,3041,N,Y,-,N,-,729,479,sensorkitd,(---),77,114,67.96
310,15,(Unknown),7,7249,11697,N,Y,-,N,-,276,175,modelcatalogd,(---),143,182,78.66
311,15,(Unknown),3,3009,3105,N,Y,-,N,-,578,365,appmanagedfeaturesd,(---),113,156,72.44
312,15,(Unknown),12,4609,4753,N,Y,-,N,-,498,303,com.apple.quicklook.ThumbnailsAgent,(---),88,169,52.20
313,15,(Unknown),10,7729,10353,N,Y,-,N,-,379,410,IMDPersistenceAgent,(---),77,145,53.44
314,15,(Unknown),3,4193,4609,N,Y,-,N,-,12,311,intents_helper,(---),8,169,5.10
315,15,(Unknown),3,3633,4337,N,Y,-,N,-,544,338,deleted,(---),62,165,37.87
316,15,(Unknown),18,9905,28993,N,Y,-,N,-,508,310,amsengagementd,(---),114,169,67.85
317,15,(Unknown),26,9681,10897,N,Y,-,N,-,472,286,fileproviderd,(---),133,172,77.65
318,15,(Unknown),3,2417,2609,N,Y,-,N,-,214,139,MobileGestaltHelper,(---),16,183,8.74
319,15,(Unknown),12,7009,8641,N,Y,-,N,-,352,216,akd,(---),100,180,55.72
320,15,(Unknown),9,4001,4897,N,Y,-,N,-,639,406,swtransparencyd,(---),15,146,10.58
321,15,(Unknown),7,6721,7457,N,Y,-,N,-,240,154,networkserviceproxy,(---),130,183,71.43
322,15,(Unknown),12,9681,10193,N,Y,-,N,-,260,164,geod,(---),144,182,79.12
323,15,(Unknown),17,9057,9393,N,Y,-,N,-,368,305,gamed,(---),61,169,36.26
324,15,(Unknown),3,7297,7601,N,Y,-,N,-,22,41,mediaremoted,(---),123,184,66.98
325,15,(Unknown),15,9281,10321,N,Y,-,N,-,693,450,mediaanalysisd,(---),113,132,85.93
326,15,(Unknown),3,14705,22545,N,Y,-,N,-,829,642,MTLCompilerService,(---),0,59,0.29
327,15,(Unknown),11,8737,16017,N,Y,-,N,-,182,122,mobileassetd,(---),158,183,85.98
328,15,(Unknown),3,2465,2529,N,Y,-,N,-,712,463,betaenrollmentd,(---),27,127,21.74
329,15,(Unknown),4,2689,2897,N,Y,-,N,-,242,155,mobileactivationd,(---),44,183,24.29
330,15,(Unknown),17,4849,5665,N,Y,-,N,-,218,141,trustd,(---),144,183,78.76
331,15,(Unknown),3,2193,2449,N,Y,-,N,-,597,380,mobile_diagnostics_relay,(---),3,153,2.32
332,20,(Opportunistic),3,21553,33137,-,-,-,N,-,868,663,StickerPickerService,(---),0,36,0.00
333,37,(Unknown),3,24289,59617,-,-,-,N,-,296,185,Campo,(---),0,182,0.00
334,40,(BG),6,7233,7521,-,-,-,N,-,256,162,AccessibilityUIServer,(---),0,182,0.00
335,40,(BG),13,8001,8769,Y,Y,-,N,-,224,144,contactsd,(---),181,183,98.79
336,40,(BG),18,16785,17809,Y,Y,-,N,-,236,151,cloudd,(---),181,183,98.96
337,40,(BG),3,3233,3345,Y,Y,-,N,-,356,219,useractivityd,(---),179,180,99.11
338,40,(BG),33,11137,12401,Y,Y,-,N,-,370,227,searchpartyd,(---),179,180,99.24
339,40,(BG),3,5713,6081,Y,Y,-,N,-,108,84,audioaccessoryd,(---),178,184,96.85
340,40,(BG),3,1841,1921,Y,Y,-,N,-,383,235,clocksyncd,(---),178,179,99.53
341,40,(BG),6,11857,26705,Y,Y,-,N,-,270,171,corespeechd,(---),177,182,97.47
342,40,(BG),10,6225,6625,Y,Y,-,N,-,377,232,heard,(---),176,180,97.73
343,40,(BG),40,10705,11521,Y,Y,-,N,-,389,241,suggestd,(---),175,178,98.77
344,40,(BG),9,7985,8289,Y,Y,-,N,-,316,196,agentstored,(---),173,182,95.49
345,40,(BG),9,4705,5281,Y,Y,-,N,-,372,228,nsurlsessiond,(---),170,180,94.57
346,40,(BG),4,6721,6977,Y,Y,-,N,-,304,189,nearbyd,(---),174,182,95.98
347,40,(BG),3,4801,4881,Y,Y,-,N,-,266,168,audioanalyticsd,(---),180,182,98.74
348,40,(BG),11,10705,12081,Y,Y,-,N,-,429,263,siriactionsd,(---),166,174,95.21
349,40,(BG),5,5201,5617,Y,Y,-,N,-,44,52,parsecd,(---),161,184,87.68
350,40,(BG),3,1857,1905,Y,Y,-,N,-,590,374,afcd,(---),153,154,99.31
351,40,(BG),3,1633,1649,Y,Y,-,N,-,623,394,absd,(---),149,149,99.94
352,40,(BG),10,7025,7761,Y,Y,-,N,-,298,186,linkd,(---),145,182,79.97
353,40,(BG),4,6513,7601,Y,Y,-,N,-,599,381,afcd,(---),140,153,91.64
354,40,(BG),3,4529,4945,Y,Y,-,N,-,136,98,safetyalertsd,(---),135,184,73.32
355,40,(BG),21,2993,3217,Y,Y,-,N,-,561,349,privacyaccountingd,(---),133,162,82.24
356,40,(BG),39,23297,24961,Y,Y,-,N,-,18,39,assistantd,(---),170,184,92.34
357,40,(BG),3,4225,4337,Y,Y,-,N,-,174,118,coreauthd,(---),158,183,85.94
358,40,(BG),3,1985,2033,Y,Y,-,N,-,744,496,heartbeatd,(---),102,102,99.98
359,40,(BG),8,6161,6769,Y,Y,-,N,-,637,405,wifivelocityd,(---),102,146,69.99
360,40,(BG),3,3217,3313,N,-,-,N,-,524,319,CMFSyncAgent,(---),22,167,13.59
361,40,(BG),49,27041,27713,Y,Y,-,N,-,330,205,intelligenceflowd,(---),125,181,69.23
362,40,(BG),3,3313,3345,-,-,-,N,-,472,637,com.apple.CloudDocs.iCloudDriveFileProvider,(---),0,70,0.00
363,40,(BG),3,3105,7265,N,Y,-,N,-,381,234,videocodecd,(---),44,179,24.69
364,40,(BG),3,6001,6209,Y,Y,-,N,-,833,586,diagnosticextensionsd,(---),53,95,56.16
365,40,(BG),3,3697,4017,Y,Y,-,N,-,492,300,nanotimekitcompaniond,(---),43,170,25.27
366,40,(BG),6,2881,3041,Y,Y,-,N,-,860,655,inputanalyticsd,(---),35,42,83.20
367,40,(BG),3,4241,4449,Y,Y,-,N,-,841,631,com.apple.sbd,(---),30,76,40.10
368,40,(BG),9,17313,19553,N,Y,-,N,-,170,116,chronod,(---),151,184,82.39
369,40,(BG),4,2353,2433,N,-,-,N,-,419,643,abm-helper,(---),0,57,0.07
370,40,(BG),4,7905,8593,Y,Y,-,N,-,512,313,destinationd,(---),73,168,43.63
371,40,(BG),4,17329,26641,Y,Y,-,N,-,270,677,com.apple.siri.embeddedspeech,(---),12,12,96.62
372,40,(BG),5,4465,18945,N,Y,-,N,-,106,83,containermanagerd,(---),169,184,91.84
373,40,(BG),8,4897,5361,Y,Y,-,N,-,399,247,siriknowledged,(---),101,177,57.46
374,40,(BG),3,3841,4001,N,-,-,N,-,90,75,aonsensed,(---),104,184,56.74
375,40,(BG),19,3569,3585,Y,Y,-,N,-,850,646,fileindexerd,(---),4,53,7.53
376,40,(BG),3,3633,3793,N,-,-,N,-,102,81,powerexceptionsd,(---),2,184,1.57
377,40,(BG),3,3041,3153,N,Y,-,N,-,168,115,containermanagerd_system,(---),103,184,56.40
378,40,(BG),31,7345,7985,N,Y,-,N,-,200,131,wirelessinsightsd,(---),135,183,73.60
379,40,(BG),55,7201,8513,N,Y,-,N,-,80,70,contextstored,(---),157,184,85.41
380,45,(Unknown),84,18386,19554,Y,Y,-,N,-,314,195,searchd,(---),173,182,95.41
381,45,(Unknown),22,15969,16785,Y,Y,-,N,-,686,445,searchtoold,(---),109,132,82.20
382,45,(Unknown),3,4545,15201,Y,Y,-,N,-,862,658,hybridsearchd,(---),39,40,99.35
383,70,(-),3,1985,2049,-,-,-,N,-,154,107,IOMFB_bics_daemon,(---),0,184,0.00
384,70,(-),4,2417,2465,Y,Y,-,N,-,726,477,CacheDeleteAppContainerCaches,(---),33,116,28.84
385,70,(-),36,6753,7377,Y,Y,-,N,-,130,95,remindd,(---),141,184,76.79
386,80,(UISupport),6,5041,8721,Y,Y,-,N,-,678,433,diagnosticd,(---),137,137,99.95
387,80,(UISupport),15,14513,14657,-,-,-,N,-,844,639,SafariViewService,(---),0,67,0.00
388,80,(UISupport),13,2065,2081,-,-,-,N,-,700,688,jetsam_priority,(---),0,1,0.00
389,80,(UISupport),15,2049,2065,-,-,-,N,-,700,689,jetsam_priority,(---),0,1,0.00
390,80,(UISupport),17,945,945,-,-,-,N,-,700,690,vm_stat,(---),0,1,0.00
391,85,(Unknown),8,7793,9169,Y,Y,-,N,-,336,208,modelmanagerd,(---),159,181,87.75
392,90,(FGSupport),6,28337,28561,Y,-,-,N,-,118,89,ptpd,(---),121,184,65.74
393,90,(FGSupport),26,29265,52977,Y,-,-,N,-,731,480,kbd,(---),99,114,86.73
394,100,(FG),3,9617,10081,-,-,-,N,-,258,163,InputUI,(---),0,183,0.00
395,100,(FG),3,29265,110049,-,-,-,N,-,12,229,PhotosPosterProvider,(---),0,180,0.00
396,100,(FG),23,66161,107265,-,-,-,N,-,829,584,Feedback Assistant iOS,(---),0,96,0.00
397,100,(FG),3,2705,2721,-,-,-,N,-,833,647,com.apple.DiagnosticExtensions.sysdiagnose,(---),0,52,0.00
398,110,(-),3,2257,2305,Y,Y,-,N,-,605,384,notification_proxy,(---),153,153,99.99
399,110,(-),13,4129,5969,Y,Y,-,N,-,700,456,sysdiagnosed,(---),129,129,99.80
400,120,(Audio),12,9793,11761,Y,-,-,N,-,142,101,bluetoothd,(---),182,184,98.80
401,120,(Audio),3,2609,2705,Y,Y,-,N,-,724,472,BTLEServer,(---),123,123,99.91
402,120,(Audio),3,2721,2801,N,-,-,N,-,178,120,systemstatusd,(---),20,184,11.38
403,140,(-),4,5025,5201,Y,Y,-,N,-,122,91,lockdownd,(---),184,184,99.72
404,140,(-),13,14897,16209,Y,Y,-,N,-,114,87,dasd,(---),183,184,99.61
405,140,(-),3,4673,4833,Y,Y,-,N,-,70,65,nfcd,(---),183,184,99.47
406,140,(-),27,21089,23537,Y,-,-,N,-,98,79,locationd,(---),183,184,99.22
407,140,(-),22,8849,11105,Y,Y,-,N,-,208,136,securityd,(---),182,183,99.29
408,140,(-),5,12049,12305,Y,-,-,N,-,94,77,sharingd,(---),181,184,98.08
409,140,(-),3,4289,4545,Y,Y,-,N,-,288,181,cdpd,(---),181,182,99.24
410,140,(-),17,6433,7009,Y,Y,-,N,-,350,215,symptomsd,(---),180,181,99.48
411,140,(-),3,12273,12689,Y,Y,-,N,-,138,99,rapportd,(---),182,184,98.71
412,140,(-),15,12385,15137,Y,-,-,N,-,52,56,wifid,(---),182,184,98.98
413,140,(-),25,11809,13153,Y,Y,-,N,-,413,255,assetsd,(---),175,176,99.77
414,140,(-),3,3665,3873,Y,Y,-,N,-,421,259,installcoordinationd,(---),175,175,99.93
415,140,(-),9,4081,4961,Y,Y,-,N,-,530,323,medialibraryd,(---),160,167,95.84
416,140,(-),11,4049,5809,Y,Y,-,N,-,252,160,analyticsd,(---),176,183,96.08
417,140,(-),3,3697,3761,Y,-,-,N,-,92,76,timed,(---),175,184,94.87
418,140,(-),3,3121,4897,N,-,-,N,-,572,361,gpsd,(---),70,158,44.27
419,140,(-),12,12289,13281,N,-,-,N,-,104,82,imagent,(---),130,184,70.81
420,140,(-),3,5297,5489,Y,-,-,N,-,48,54,WirelessRadioManagerd,(---),83,184,45.36
421,140,(-),3,3329,3473,Y,Y,-,N,-,540,329,nesessionmanager,(---),109,166,66.10
422,140,(-),12,6609,6897,Y,Y,-,N,-,250,159,calaccessd,(---),174,183,94.90
423,140,(-),6,23665,123937,N,-,-,N,-,82,71,cameracaptured,(---),147,184,79.59
424,140,(-),3,3777,44801,N,-,-,N,-,198,130,biometrickitd,(---),47,184,25.80
425,140,(-),6,6193,6945,N,-,-,N,-,226,146,apsd,(---),146,183,79.91
426,140,(-),3,4513,4673,N,-,-,N,-,342,211,mDNSResponder,(---),1,181,0.86
427,140,(-),3,4417,4881,N,-,-,N,-,42,51,powerd,(---),67,184,36.60
428,140,(-),5,3649,6209,Y,-,-,N,-,166,113,cfprefsd,(---),179,184,97.42
429,140,(-),3,2497,2545,N,-,-,N,-,164,112,cfprefsd,(---),62,184,34.10
430,140,(-),3,4449,4673,N,-,-,N,-,180,121,lsd,(---),84,184,46.13
431,140,(-),28,13153,14497,N,-,-,N,-,72,66,identityservicesd,(---),169,184,91.78
432,140,(-),11,43329,47457,N,-,-,N,-,206,135,audiomxd,(---),148,184,80.61
433,150,(DriverKit),3,27313,31377,-,-,-,N,-,172,117,com.apple.DriverKit-AppleBCMWLAN,(---),0,184,0.00
434,160,(Home),39,125330,197650,Y,-,-,N,-,12,37,SpringBoard,(---),183,184,99.54
435,170,(RenderServer),10,202993,592289,-,-,-,N,-,86,73,backboardd,(---),0,184,0.00
436,180,(Important),14,6977,8385,-,-,-,N,-,10,35,logd,(---),0,184,0.00
437,180,(Important),3,2945,3073,-,-,-,N,-,146,103,fairplayd.H2,(---),0,184,0.00
438,180,(Important),3,3969,5009,-,-,-,N,-,150,105,fseventsd,(---),0,184,0.00
439,180,(Important),3,2865,2913,-,-,-,N,-,78,69,thermalmonitord,(---),0,184,0.00
440,180,(Important),3,9985,11281,Y,-,-,N,-,14,36,runningboardd,(---),184,184,99.67
441,180,(Important),10,2433,2577,Y,Y,-,N,-,532,324,filecoordinationd,(---),167,167,99.91
442,180,(Important),18,3057,5569,Y,Y,-,N,-,550,342,corecaptured,(---),165,165,99.98
443,180,(Important),215,8833,9761,Y,-,-,N,-,6,33,UserEventAgent,(---),179,184,97.00
444,180,(Important),13,8577,9601,Y,-,-,N,-,124,656,PerfPowerServices,(---),35,41,84.72
445,180,(Important),8,4689,4977,N,-,-,N,-,36,48,configd,(---),38,184,20.97
446,180,(Important),3,2209,2257,N,-,-,N,-,158,109,distnoted,(---),13,184,7.28
447,180,(Important),3,2321,2369,N,-,-,N,-,68,64,watchdogd,(---),4,184,2.64
448,190,(Critical),10,14753,28609,Y,-,-,N,-,148,104,CommCenter,(---),95,184,51.91
449,200,(-),13,4241,4641,N,-,-,N,-,160,110,notifyd,(---),0,184,0.42
450,999,(-),4,17985,18257,-,-,-,N,-,3,1,launchd,(---),0,191,0.00
451,999,(-),-,225360,322128,-,-,-,-,-,3,0,kernel_task,(---),0,191,0.00
